# tracer: nop
#
# entries-in-buffer/entries-written: 12461/40776   #P:2
#
#                                _-----=> irqs-off
#                               / _----=> need-resched
#                              | / _---=> hardirq/softirq
#                              || / _--=> preempt-depth
#                              ||| /     delay
#           TASK-PID     CPU#  ||||   TIMESTAMP  FUNCTION
#              | |         |   ||||      |         |
          <idle>-0       [001] ..s. 219336.804773: tcp_probe: src=[::ffff:10.0.0.1]:80 dest=[::ffff:10.0.0.2]:55116 mark=0x0 data_len=0 snd_nxt=0x873e073c snd_una=0x873db264 snd_cwnd=7 ssthresh=7 snd_wnd=1878912 srtt=132995 rcv_wnd=65024 sock_cookie=6c
          <idle>-0       [001] ..s. 219336.827585: tcp_probe: src=[::ffff:10.0.0.1]:80 dest=[::ffff:10.0.0.2]:55116 mark=0x0 data_len=0 snd_nxt=0x873e0ce4 snd_una=0x873db264 snd_cwnd=7 ssthresh=7 snd_wnd=1878912 srtt=132452 rcv_wnd=65024 sock_cookie=6c
          <idle>-0       [001] ..s. 219336.837708: tcp_probe: src=[::ffff:10.0.0.1]:80 dest=[::ffff:10.0.0.2]:55116 mark=0x0 data_len=0 snd_nxt=0x873e128c snd_una=0x873db264 snd_cwnd=7 ssthresh=7 snd_wnd=1878912 srtt=133324 rcv_wnd=65024 sock_cookie=6c
          <idle>-0       [001] ..s. 219336.839614: tcp_probe: src=[::ffff:10.0.0.1]:80 dest=[::ffff:10.0.0.2]:55116 mark=0x0 data_len=0 snd_nxt=0x873e1834 snd_una=0x873db264 snd_cwnd=7 ssthresh=7 snd_wnd=1878912 srtt=135351 rcv_wnd=65024 sock_cookie=6c
          <idle>-0       [001] ..s. 219336.863872: tcp_probe: src=[::ffff:10.0.0.1]:80 dest=[::ffff:10.0.0.2]:55116 mark=0x0 data_len=0 snd_nxt=0x873e1ddc snd_una=0x873df644 snd_cwnd=7 ssthresh=7 snd_wnd=1868160 srtt=135558 rcv_wnd=65024 sock_cookie=6c
          <idle>-0       [001] ..s. 219336.916721: tcp_probe: src=[::ffff:10.0.0.1]:80 dest=[::ffff:10.0.0.2]:55116 mark=0x0 data_len=0 snd_nxt=0x873e292c snd_una=0x873e0194 snd_cwnd=7 ssthresh=7 snd_wnd=1878912 srtt=138427 rcv_wnd=65024 sock_cookie=6c
          <idle>-0       [001] ..s. 219336.952272: tcp_probe: src=[::ffff:10.0.0.1]:80 dest=[::ffff:10.0.0.2]:55116 mark=0x0 data_len=0 snd_nxt=0x873e2ed4 snd_una=0x873e073c snd_cwnd=7 ssthresh=7 snd_wnd=1879936 srtt=141309 rcv_wnd=65024 sock_cookie=6c
          <idle>-0       [001] ..s. 219336.965011: tcp_probe: src=[::ffff:10.0.0.1]:80 dest=[::ffff:10.0.0.2]:55116 mark=0x0 data_len=0 snd_nxt=0x873e3a24 snd_una=0x873e0ce4 snd_cwnd=7 ssthresh=7 snd_wnd=1878912 srtt=142082 rcv_wnd=65024 sock_cookie=6c
          <idle>-0       [001] ..s. 219336.978511: tcp_probe: src=[::ffff:10.0.0.1]:80 dest=[::ffff:10.0.0.2]:55116 mark=0x0 data_len=0 snd_nxt=0x873e3fcc snd_una=0x873e0ce4 snd_cwnd=7 ssthresh=7 snd_wnd=1878912 srtt=139995 rcv_wnd=65024 sock_cookie=6c
          <idle>-0       [001] ..s. 219337.005299: tcp_probe: src=[::ffff:10.0.0.1]:80 dest=[::ffff:10.0.0.2]:55116 mark=0x0 data_len=0 snd_nxt=0x873e3fcc snd_una=0x873e0ce4 snd_cwnd=6 ssthresh=4 snd_wnd=1878912 srtt=136824 rcv_wnd=65024 sock_cookie=6c
     ksoftirqd/1-18      [001] ..s. 219337.043632: tcp_probe: src=[::ffff:10.0.0.1]:80 dest=[::ffff:10.0.0.2]:55116 mark=0x0 data_len=0 snd_nxt=0x873e4574 snd_una=0x873e0ce4 snd_cwnd=6 ssthresh=4 snd_wnd=1878912 srtt=137398 rcv_wnd=65024 sock_cookie=6c
          <idle>-0       [001] ..s. 219337.079400: tcp_probe: src=[::ffff:10.0.0.1]:80 dest=[::ffff:10.0.0.2]:55116 mark=0x0 data_len=0 snd_nxt=0x873e4574 snd_una=0x873e0ce4 snd_cwnd=5 ssthresh=4 snd_wnd=1878912 srtt=136086 rcv_wnd=65024 sock_cookie=6c
          <idle>-0       [001] ..s. 219337.091848: tcp_probe: src=[::ffff:10.0.0.1]:80 dest=[::ffff:10.0.0.2]:55116 mark=0x0 data_len=0 snd_nxt=0x873e4574 snd_una=0x873e0ce4 snd_cwnd=4 ssthresh=4 snd_wnd=1878912 srtt=134965 rcv_wnd=65024 sock_cookie=6c
          <idle>-0       [001] ..s. 219337.103073: tcp_probe: src=[::ffff:10.0.0.1]:80 dest=[::ffff:10.0.0.2]:55116 mark=0x0 data_len=0 snd_nxt=0x873e50c4 snd_una=0x873e0ce4 snd_cwnd=4 ssthresh=4 snd_wnd=1878912 srtt=135540 rcv_wnd=65024 sock_cookie=6c
          <idle>-0       [001] ..s. 219337.180714: tcp_probe: src=[::ffff:10.0.0.1]:80 dest=[::ffff:10.0.0.2]:55116 mark=0x0 data_len=0 snd_nxt=0x873e566c snd_una=0x873e3fcc snd_cwnd=4 ssthresh=4 snd_wnd=1871104 srtt=134097 rcv_wnd=65024 sock_cookie=6c
          <idle>-0       [001] ..s. 219337.218836: tcp_probe: src=[::ffff:10.0.0.1]:80 dest=[::ffff:10.0.0.2]:55116 mark=0x0 data_len=0 snd_nxt=0x873e5c14 snd_una=0x873e4574 snd_cwnd=4 ssthresh=4 snd_wnd=1879936 srtt=139260 rcv_wnd=65024 sock_cookie=6c
          <idle>-0       [001] ..s. 219337.294627: tcp_probe: src=[::ffff:10.0.0.1]:80 dest=[::ffff:10.0.0.2]:55116 mark=0x0 data_len=0 snd_nxt=0x873e6764 snd_una=0x873e50c4 snd_cwnd=5 ssthresh=4 snd_wnd=1879936 srtt=137724 rcv_wnd=65024 sock_cookie=6c
          <idle>-0       [001] ..s. 219337.346159: tcp_probe: src=[::ffff:10.0.0.1]:80 dest=[::ffff:10.0.0.2]:55116 mark=0x0 data_len=0 snd_nxt=0x873e72b4 snd_una=0x873e5c14 snd_cwnd=5 ssthresh=4 snd_wnd=1878912 srtt=144451 rcv_wnd=65024 sock_cookie=6c
          <idle>-0       [001] ..s. 219337.421162: tcp_probe: src=[::ffff:10.0.0.1]:80 dest=[::ffff:10.0.0.2]:55116 mark=0x0 data_len=0 snd_nxt=0x873e83ac snd_una=0x873e6764 snd_cwnd=5 ssthresh=4 snd_wnd=1878912 srtt=142309 rcv_wnd=65024 sock_cookie=6c
          <idle>-0       [001] ..s. 219337.472367: tcp_probe: src=[::ffff:10.0.0.1]:80 dest=[::ffff:10.0.0.2]:55116 mark=0x0 data_len=0 snd_nxt=0x873e8efc snd_una=0x873e72b4 snd_cwnd=5 ssthresh=4 snd_wnd=1878912 srtt=140336 rcv_wnd=65024 sock_cookie=6c
          <idle>-0       [001] ..s. 219337.536081: tcp_probe: src=[::ffff:10.0.0.1]:80 dest=[::ffff:10.0.0.2]:55116 mark=0x0 data_len=0 snd_nxt=0x873e9a4c snd_una=0x873e7e04 snd_cwnd=5 ssthresh=4 snd_wnd=1878912 srtt=138569 rcv_wnd=65024 sock_cookie=6c
          <idle>-0       [001] ..s. 219337.548181: tcp_probe: src=[::ffff:10.0.0.1]:80 dest=[::ffff:10.0.0.2]:55116 mark=0x0 data_len=0 snd_nxt=0x873e9ff4 snd_una=0x873e83ac snd_cwnd=5 ssthresh=4 snd_wnd=1879936 srtt=144986 rcv_wnd=65024 sock_cookie=6c
          <idle>-0       [001] ..s. 219337.598696: tcp_probe: src=[::ffff:10.0.0.1]:80 dest=[::ffff:10.0.0.2]:55116 mark=0x0 data_len=0 snd_nxt=0x873eab44 snd_una=0x873e8efc snd_cwnd=5 ssthresh=4 snd_wnd=1879936 srtt=142739 rcv_wnd=65024 sock_cookie=6c
          <idle>-0       [001] ..s. 219337.662486: tcp_probe: src=[::ffff:10.0.0.1]:80 dest=[::ffff:10.0.0.2]:55116 mark=0x0 data_len=0 snd_nxt=0x873eb694 snd_una=0x873e9a4c snd_cwnd=5 ssthresh=4 snd_wnd=1879936 srtt=140686 rcv_wnd=65024 sock_cookie=6c
          <idle>-0       [001] ..s. 219337.713087: tcp_probe: src=[::ffff:10.0.0.1]:80 dest=[::ffff:10.0.0.2]:55116 mark=0x0 data_len=0 snd_nxt=0x873ec78c snd_una=0x873ea59c snd_cwnd=6 ssthresh=4 snd_wnd=1879936 srtt=138899 rcv_wnd=65024 sock_cookie=6c
          <idle>-0       [001] ..s. 219337.777111: tcp_probe: src=[::ffff:10.0.0.1]:80 dest=[::ffff:10.0.0.2]:55116 mark=0x0 data_len=0 snd_nxt=0x873ed2dc snd_una=0x873eb0ec snd_cwnd=6 ssthresh=4 snd_wnd=1878912 srtt=142149 rcv_wnd=65024 sock_cookie=6c
          <idle>-0       [001] ..s. 219337.801126: tcp_probe: src=[::ffff:10.0.0.1]:80 dest=[::ffff:10.0.0.2]:55116 mark=0x0 data_len=0 snd_nxt=0x873ede2c snd_una=0x873ebc3c snd_cwnd=6 ssthresh=4 snd_wnd=1878912 srtt=146681 rcv_wnd=65024 sock_cookie=6c
          <idle>-0       [001] ..s. 219337.839663: tcp_probe: src=[::ffff:10.0.0.1]:80 dest=[::ffff:10.0.0.2]:55116 mark=0x0 data_len=0 snd_nxt=0x873ee97c snd_una=0x873ec78c snd_cwnd=6 ssthresh=4 snd_wnd=1878912 srtt=145675 rcv_wnd=65024 sock_cookie=6c
          <idle>-0       [001] ..s. 219337.904314: tcp_probe: src=[::ffff:10.0.0.1]:80 dest=[::ffff:10.0.0.2]:55116 mark=0x0 data_len=0 snd_nxt=0x873ef4cc snd_una=0x873ed2dc snd_cwnd=6 ssthresh=4 snd_wnd=1878912 srtt=143286 rcv_wnd=65024 sock_cookie=6c
          <idle>-0       [001] ..s. 219337.928320: tcp_probe: src=[::ffff:10.0.0.1]:80 dest=[::ffff:10.0.0.2]:55116 mark=0x0 data_len=0 snd_nxt=0x873f001c snd_una=0x873ede2c snd_cwnd=6 ssthresh=4 snd_wnd=1878912 srtt=141274 rcv_wnd=65024 sock_cookie=6c
          <idle>-0       [001] ..s. 219337.966513: tcp_probe: src=[::ffff:10.0.0.1]:80 dest=[::ffff:10.0.0.2]:55116 mark=0x0 data_len=0 snd_nxt=0x873f0b6c snd_una=0x873ee97c snd_cwnd=6 ssthresh=4 snd_wnd=1878912 srtt=139513 rcv_wnd=65024 sock_cookie=6c
          <idle>-0       [001] ..s. 219338.031063: tcp_probe: src=[::ffff:10.0.0.1]:80 dest=[::ffff:10.0.0.2]:55116 mark=0x0 data_len=0 snd_nxt=0x873f1c64 snd_una=0x873ef4cc snd_cwnd=7 ssthresh=4 snd_wnd=1878912 srtt=137929 rcv_wnd=65024 sock_cookie=6c
          <idle>-0       [001] ..s. 219338.055550: tcp_probe: src=[::ffff:10.0.0.1]:80 dest=[::ffff:10.0.0.2]:55116 mark=0x0 data_len=0 snd_nxt=0x873f27b4 snd_una=0x873f001c snd_cwnd=7 ssthresh=4 snd_wnd=1878912 srtt=136531 rcv_wnd=65024 sock_cookie=6c
          <idle>-0       [001] ..s. 219338.093094: tcp_probe: src=[::ffff:10.0.0.1]:80 dest=[::ffff:10.0.0.2]:55116 mark=0x0 data_len=0 snd_nxt=0x873f3304 snd_una=0x873f0b6c snd_cwnd=7 ssthresh=4 snd_wnd=1878912 srtt=135367 rcv_wnd=65024 sock_cookie=6c
          <idle>-0       [001] ..s. 219338.145581: tcp_probe: src=[::ffff:10.0.0.1]:80 dest=[::ffff:10.0.0.2]:55116 mark=0x0 data_len=0 snd_nxt=0x873f3e54 snd_una=0x873f16bc snd_cwnd=7 ssthresh=4 snd_wnd=1878912 srtt=134268 rcv_wnd=65024 sock_cookie=6c
          <idle>-0       [001] ..s. 219338.170382: tcp_probe: src=[::ffff:10.0.0.1]:80 dest=[::ffff:10.0.0.2]:55116 mark=0x0 data_len=0 snd_nxt=0x873f49a4 snd_una=0x873f220c snd_cwnd=7 ssthresh=4 snd_wnd=1878912 srtt=139867 rcv_wnd=65024 sock_cookie=6c
          <idle>-0       [001] ..s. 219338.182942: tcp_probe: src=[::ffff:10.0.0.1]:80 dest=[::ffff:10.0.0.2]:55116 mark=0x0 data_len=0 snd_nxt=0x873f4f4c snd_una=0x873f220c snd_cwnd=7 ssthresh=4 snd_wnd=1878912 srtt=136736 rcv_wnd=65024 sock_cookie=6c
          <idle>-0       [001] ..s. 219338.207970: tcp_probe: src=[::ffff:10.0.0.1]:80 dest=[::ffff:10.0.0.2]:55116 mark=0x0 data_len=0 snd_nxt=0x873f54f4 snd_una=0x873f220c snd_cwnd=7 ssthresh=4 snd_wnd=1878912 srtt=135567 rcv_wnd=65024 sock_cookie=6c
          <idle>-0       [001] ..s. 219338.261242: tcp_probe: src=[::ffff:10.0.0.1]:80 dest=[::ffff:10.0.0.2]:55116 mark=0x0 data_len=0 snd_nxt=0x873f5a9c snd_una=0x873f220c snd_cwnd=7 ssthresh=4 snd_wnd=1878912 srtt=132979 rcv_wnd=65024 sock_cookie=6c
          <idle>-0       [001] ..s. 219338.278351: tcp_probe: src=[::ffff:10.0.0.1]:80 dest=[::ffff:10.0.0.2]:55116 mark=0x0 data_len=0 snd_nxt=0x873f6044 snd_una=0x873f220c snd_cwnd=6 ssthresh=4 snd_wnd=1878912 srtt=137374 rcv_wnd=65024 sock_cookie=6c
          <idle>-0       [001] ..s. 219338.298233: tcp_probe: src=[::ffff:10.0.0.1]:80 dest=[::ffff:10.0.0.2]:55116 mark=0x0 data_len=0 snd_nxt=0x873f6044 snd_una=0x873f220c snd_cwnd=5 ssthresh=4 snd_wnd=1878912 srtt=136797 rcv_wnd=65024 sock_cookie=6c
          <idle>-0       [001] ..s. 219338.314072: tcp_probe: src=[::ffff:10.0.0.1]:80 dest=[::ffff:10.0.0.2]:55116 mark=0x0 data_len=0 snd_nxt=0x873f65ec snd_una=0x873f220c snd_cwnd=4 ssthresh=4 snd_wnd=1878912 srtt=135677 rcv_wnd=65024 sock_cookie=6c
          <idle>-0       [001] ..s. 219338.376580: tcp_probe: src=[::ffff:10.0.0.1]:80 dest=[::ffff:10.0.0.2]:55116 mark=0x0 data_len=0 snd_nxt=0x873f6b94 snd_una=0x873f54f4 snd_cwnd=4 ssthresh=4 snd_wnd=1871104 srtt=133093 rcv_wnd=65024 sock_cookie=6c
          <idle>-0       [001] ..s. 219338.428980: tcp_probe: src=[::ffff:10.0.0.1]:80 dest=[::ffff:10.0.0.2]:55116 mark=0x0 data_len=0 snd_nxt=0x873f76e4 snd_una=0x873f6044 snd_cwnd=4 ssthresh=4 snd_wnd=1878912 srtt=137531 rcv_wnd=65024 sock_cookie=6c
          <idle>-0       [001] ..s. 219338.503202: tcp_probe: src=[::ffff:10.0.0.1]:80 dest=[::ffff:10.0.0.2]:55116 mark=0x0 data_len=0 snd_nxt=0x873f87dc snd_una=0x873f6b94 snd_cwnd=5 ssthresh=4 snd_wnd=1878912 srtt=136682 rcv_wnd=65024 sock_cookie=6c
          <idle>-0       [001] ..s. 219338.555249: tcp_probe: src=[::ffff:10.0.0.1]:80 dest=[::ffff:10.0.0.2]:55116 mark=0x0 data_len=0 snd_nxt=0x873f932c snd_una=0x873f76e4 snd_cwnd=5 ssthresh=4 snd_wnd=1878912 srtt=135423 rcv_wnd=65024 sock_cookie=6c
          <idle>-0       [001] ..s. 219338.613011: tcp_probe: src=[::ffff:10.0.0.1]:80 dest=[::ffff:10.0.0.2]:55116 mark=0x0 data_len=0 snd_nxt=0x873f9e7c snd_una=0x873f8234 snd_cwnd=6 ssthresh=4 snd_wnd=1878912 srtt=134278 rcv_wnd=65024 sock_cookie=6c
          <idle>-0       [001] ..s. 219338.629826: tcp_probe: src=[::ffff:10.0.0.1]:80 dest=[::ffff:10.0.0.2]:55116 mark=0x0 data_len=0 snd_nxt=0x873fa9cc snd_una=0x873f87dc snd_cwnd=6 ssthresh=4 snd_wnd=1879936 srtt=140495 rcv_wnd=65024 sock_cookie=6c
          <idle>-0       [001] ..s. 219338.681657: tcp_probe: src=[::ffff:10.0.0.1]:80 dest=[::ffff:10.0.0.2]:55116 mark=0x0 data_len=0 snd_nxt=0x873fb51c snd_una=0x873f932c snd_cwnd=6 ssthresh=4 snd_wnd=1879936 srtt=138742 rcv_wnd=65024 sock_cookie=6c
          <idle>-0       [001] ..s. 219338.728069: tcp_probe: src=[::ffff:10.0.0.1]:80 dest=[::ffff:10.0.0.2]:55116 mark=0x0 data_len=0 snd_nxt=0x873fc06c snd_una=0x873f9e7c snd_cwnd=6 ssthresh=4 snd_wnd=1879936 srtt=137186 rcv_wnd=65024 sock_cookie=6c
          <idle>-0       [001] ..s. 219338.744785: tcp_probe: src=[::ffff:10.0.0.1]:80 dest=[::ffff:10.0.0.2]:55116 mark=0x0 data_len=0 snd_nxt=0x873fc614 snd_una=0x873f9e7c snd_cwnd=6 ssthresh=4 snd_wnd=1879936 srtt=134418 rcv_wnd=65024 sock_cookie=6c
          <idle>-0       [001] ..s. 219338.757040: tcp_probe: src=[::ffff:10.0.0.1]:80 dest=[::ffff:10.0.0.2]:55116 mark=0x0 data_len=0 snd_nxt=0x873fcbbc snd_una=0x873f9e7c snd_cwnd=6 ssthresh=4 snd_wnd=1879936 srtt=131985 rcv_wnd=65024 sock_cookie=6c
          <idle>-0       [001] ..s. 219338.809287: tcp_probe: src=[::ffff:10.0.0.1]:80 dest=[::ffff:10.0.0.2]:55116 mark=0x0 data_len=0 snd_nxt=0x873fcbbc snd_una=0x873f9e7c snd_cwnd=5 ssthresh=4 snd_wnd=1879936 srtt=131387 rcv_wnd=65024 sock_cookie=6c
          <idle>-0       [001] ..s. 219338.853665: tcp_probe: src=[::ffff:10.0.0.1]:80 dest=[::ffff:10.0.0.2]:55116 mark=0x0 data_len=0 snd_nxt=0x873fd164 snd_una=0x873f9e7c snd_cwnd=4 ssthresh=4 snd_wnd=1879936 srtt=130916 rcv_wnd=65024 sock_cookie=6c
          <idle>-0       [001] ..s. 219338.872249: tcp_probe: src=[::ffff:10.0.0.1]:80 dest=[::ffff:10.0.0.2]:55116 mark=0x0 data_len=0 snd_nxt=0x873fd70c snd_una=0x873f9e7c snd_cwnd=4 ssthresh=4 snd_wnd=1879936 srtt=130249 rcv_wnd=65024 sock_cookie=6c
          <idle>-0       [001] ..s. 219338.968489: tcp_probe: src=[::ffff:10.0.0.1]:80 dest=[::ffff:10.0.0.2]:55116 mark=0x0 data_len=0 snd_nxt=0x873fe25c snd_una=0x873fcbbc snd_cwnd=4 ssthresh=4 snd_wnd=1872000 srtt=128468 rcv_wnd=65024 sock_cookie=6c
          <idle>-0       [001] ..s. 219338.999527: tcp_probe: src=[::ffff:10.0.0.1]:80 dest=[::ffff:10.0.0.2]:55116 mark=0x0 data_len=0 snd_nxt=0x873fedac snd_una=0x873fd70c snd_cwnd=5 ssthresh=4 snd_wnd=1878912 srtt=132309 rcv_wnd=65024 sock_cookie=6c
          <idle>-0       [001] ..s. 219339.097156: tcp_probe: src=[::ffff:10.0.0.1]:80 dest=[::ffff:10.0.0.2]:55116 mark=0x0 data_len=0 snd_nxt=0x873ffea4 snd_una=0x873fe25c snd_cwnd=5 ssthresh=4 snd_wnd=1878912 srtt=131677 rcv_wnd=65024 sock_cookie=6c
          <idle>-0       [001] ..s. 219339.126512: tcp_probe: src=[::ffff:10.0.0.1]:80 dest=[::ffff:10.0.0.2]:55116 mark=0x0 data_len=0 snd_nxt=0x874009f4 snd_una=0x873fedac snd_cwnd=5 ssthresh=4 snd_wnd=1878912 srtt=131299 rcv_wnd=65024 sock_cookie=6c
          <idle>-0       [001] ..s. 219339.181419: tcp_probe: src=[::ffff:10.0.0.1]:80 dest=[::ffff:10.0.0.2]:55116 mark=0x0 data_len=0 snd_nxt=0x87401544 snd_una=0x873ff8fc snd_cwnd=5 ssthresh=4 snd_wnd=1878912 srtt=130758 rcv_wnd=65024 sock_cookie=6c
          <idle>-0       [001] ..s. 219339.224520: tcp_probe: src=[::ffff:10.0.0.1]:80 dest=[::ffff:10.0.0.2]:55116 mark=0x0 data_len=0 snd_nxt=0x87401aec snd_una=0x873ffea4 snd_cwnd=5 ssthresh=4 snd_wnd=1879936 srtt=137149 rcv_wnd=65024 sock_cookie=6c
          <idle>-0       [001] ..s. 219339.253847: tcp_probe: src=[::ffff:10.0.0.1]:80 dest=[::ffff:10.0.0.2]:55116 mark=0x0 data_len=0 snd_nxt=0x8740263c snd_una=0x874009f4 snd_cwnd=5 ssthresh=4 snd_wnd=1879936 srtt=135924 rcv_wnd=65024 sock_cookie=6c
          <idle>-0       [001] ..s. 219339.340238: tcp_probe: src=[::ffff:10.0.0.1]:80 dest=[::ffff:10.0.0.2]:55116 mark=0x0 data_len=0 snd_nxt=0x8740318c snd_una=0x87401544 snd_cwnd=5 ssthresh=4 snd_wnd=1879936 srtt=134849 rcv_wnd=65024 sock_cookie=6c
          <idle>-0       [001] ..s. 219339.369174: tcp_probe: src=[::ffff:10.0.0.1]:80 dest=[::ffff:10.0.0.2]:55116 mark=0x0 data_len=0 snd_nxt=0x87403cdc snd_una=0x87402094 snd_cwnd=5 ssthresh=4 snd_wnd=1879936 srtt=137844 rcv_wnd=65024 sock_cookie=6c
          <idle>-0       [001] ..s. 219339.454917: tcp_probe: src=[::ffff:10.0.0.1]:80 dest=[::ffff:10.0.0.2]:55116 mark=0x0 data_len=0 snd_nxt=0x8740482c snd_una=0x87402be4 snd_cwnd=5 ssthresh=4 snd_wnd=1879936 srtt=138693 rcv_wnd=65024 sock_cookie=6c
          <idle>-0       [001] ..s. 219339.467137: tcp_probe: src=[::ffff:10.0.0.1]:80 dest=[::ffff:10.0.0.2]:55116 mark=0x0 data_len=0 snd_nxt=0x8740482c snd_una=0x87402be4 snd_cwnd=4 ssthresh=3 snd_wnd=1879936 srtt=135690 rcv_wnd=65024 sock_cookie=6c
          <idle>-0       [001] ..s. 219339.483702: tcp_probe: src=[::ffff:10.0.0.1]:80 dest=[::ffff:10.0.0.2]:55116 mark=0x0 data_len=0 snd_nxt=0x8740482c snd_una=0x87402be4 snd_cwnd=3 ssthresh=3 snd_wnd=1879936 srtt=134589 rcv_wnd=65024 sock_cookie=6c
          <idle>-0       [001] ..s. 219339.498903: tcp_probe: src=[::ffff:10.0.0.1]:80 dest=[::ffff:10.0.0.2]:55116 mark=0x0 data_len=0 snd_nxt=0x87404dd4 snd_una=0x87402be4 snd_cwnd=3 ssthresh=3 snd_wnd=1879936 srtt=132081 rcv_wnd=65024 sock_cookie=6c
          <idle>-0       [001] ..s. 219339.569227: tcp_probe: src=[::ffff:10.0.0.1]:80 dest=[::ffff:10.0.0.2]:55116 mark=0x0 data_len=0 snd_nxt=0x8740537c snd_una=0x87402be4 snd_cwnd=3 ssthresh=3 snd_wnd=1879936 srtt=131785 rcv_wnd=65024 sock_cookie=6c
          <idle>-0       [001] ..s. 219339.613312: tcp_probe: src=[::ffff:10.0.0.1]:80 dest=[::ffff:10.0.0.2]:55116 mark=0x0 data_len=0 snd_nxt=0x87405924 snd_una=0x8740482c snd_cwnd=3 ssthresh=3 snd_wnd=1874944 srtt=129687 rcv_wnd=65024 sock_cookie=6c
          <idle>-0       [001] ..s. 219339.728468: tcp_probe: src=[::ffff:10.0.0.1]:80 dest=[::ffff:10.0.0.2]:55116 mark=0x0 data_len=0 snd_nxt=0x87406a1c snd_una=0x8740537c snd_cwnd=4 ssthresh=3 snd_wnd=1878912 srtt=129677 rcv_wnd=65024 sock_cookie=6c
          <idle>-0       [001] ..s. 219339.752668: tcp_probe: src=[::ffff:10.0.0.1]:80 dest=[::ffff:10.0.0.2]:55116 mark=0x0 data_len=0 snd_nxt=0x8740756c snd_una=0x87405ecc snd_cwnd=4 ssthresh=3 snd_wnd=1878912 srtt=133371 rcv_wnd=65024 sock_cookie=6c
          <idle>-0       [001] ..s. 219339.856134: tcp_probe: src=[::ffff:10.0.0.1]:80 dest=[::ffff:10.0.0.2]:55116 mark=0x0 data_len=0 snd_nxt=0x874080bc snd_una=0x87406a1c snd_cwnd=4 ssthresh=3 snd_wnd=1878912 srtt=134117 rcv_wnd=65024 sock_cookie=6c
          <idle>-0       [001] ..s. 219339.879942: tcp_probe: src=[::ffff:10.0.0.1]:80 dest=[::ffff:10.0.0.2]:55116 mark=0x0 data_len=0 snd_nxt=0x87408c0c snd_una=0x8740756c snd_cwnd=5 ssthresh=3 snd_wnd=1878912 srtt=133309 rcv_wnd=65024 sock_cookie=6c
          <idle>-0       [001] ..s. 219339.983167: tcp_probe: src=[::ffff:10.0.0.1]:80 dest=[::ffff:10.0.0.2]:55116 mark=0x0 data_len=0 snd_nxt=0x87409d04 snd_una=0x874080bc snd_cwnd=5 ssthresh=3 snd_wnd=1878912 srtt=132554 rcv_wnd=65024 sock_cookie=6c
          <idle>-0       [001] ..s. 219340.007419: tcp_probe: src=[::ffff:10.0.0.1]:80 dest=[::ffff:10.0.0.2]:55116 mark=0x0 data_len=0 snd_nxt=0x8740a854 snd_una=0x87408c0c snd_cwnd=5 ssthresh=3 snd_wnd=1878912 srtt=131862 rcv_wnd=65024 sock_cookie=6c
          <idle>-0       [001] ..s. 219340.061175: tcp_probe: src=[::ffff:10.0.0.1]:80 dest=[::ffff:10.0.0.2]:55116 mark=0x0 data_len=0 snd_nxt=0x8740b3a4 snd_una=0x8740975c snd_cwnd=5 ssthresh=3 snd_wnd=1878912 srtt=131313 rcv_wnd=65024 sock_cookie=6c
          <idle>-0       [001] ..s. 219340.110909: tcp_probe: src=[::ffff:10.0.0.1]:80 dest=[::ffff:10.0.0.2]:55116 mark=0x0 data_len=0 snd_nxt=0x8740b94c snd_una=0x87409d04 snd_cwnd=5 ssthresh=3 snd_wnd=1879936 srtt=137552 rcv_wnd=65024 sock_cookie=6c
          <idle>-0       [001] ..s. 219340.122250: tcp_probe: src=[::ffff:10.0.0.1]:80 dest=[::ffff:10.0.0.2]:55116 mark=0x0 data_len=0 snd_nxt=0x8740c49c snd_una=0x8740a854 snd_cwnd=5 ssthresh=3 snd_wnd=1879936 srtt=136324 rcv_wnd=65024 sock_cookie=6c
          <idle>-0       [001] ..s. 219340.176199: tcp_probe: src=[::ffff:10.0.0.1]:80 dest=[::ffff:10.0.0.2]:55116 mark=0x0 data_len=0 snd_nxt=0x8740ca44 snd_una=0x8740a854 snd_cwnd=5 ssthresh=3 snd_wnd=1879936 srtt=133636 rcv_wnd=65024 sock_cookie=6c
          <idle>-0       [001] ..s. 219340.225556: tcp_probe: src=[::ffff:10.0.0.1]:80 dest=[::ffff:10.0.0.2]:55116 mark=0x0 data_len=0 snd_nxt=0x8740cfec snd_una=0x8740a854 snd_cwnd=5 ssthresh=3 snd_wnd=1879936 srtt=131308 rcv_wnd=65024 sock_cookie=6c
          <idle>-0       [001] ..s. 219340.278276: tcp_probe: src=[::ffff:10.0.0.1]:80 dest=[::ffff:10.0.0.2]:55116 mark=0x0 data_len=0 snd_nxt=0x8740cfec snd_una=0x8740a854 snd_cwnd=3 ssthresh=3 snd_wnd=1879936 srtt=129224 rcv_wnd=65024 sock_cookie=6c
          <idle>-0       [001] ..s. 219340.291034: tcp_probe: src=[::ffff:10.0.0.1]:80 dest=[::ffff:10.0.0.2]:55116 mark=0x0 data_len=0 snd_nxt=0x8740d594 snd_una=0x8740b94c snd_cwnd=3 ssthresh=3 snd_wnd=1875712 srtt=132573 rcv_wnd=65024 sock_cookie=6c
