# tracer: nop
#
# entries-in-buffer/entries-written: 12461/40776   #P:2
#
#                                _-----=> irqs-off
#                               / _----=> need-resched
#                              | / _---=> hardirq/softirq
#                              || / _--=> preempt-depth
#                              ||| /     delay
#           TASK-PID     CPU#  ||||   TIMESTAMP  FUNCTION
#              | |         |   ||||      |         |
          <idle>-0       [001] ..s. 219260.267721: tcp_probe: src=[::ffff:10.0.0.1]:80 dest=[::ffff:10.0.0.2]:55116 mark=0x0 data_len=0 snd_nxt=0x86dd73c4 snd_una=0x86dd2a3c snd_cwnd=12 ssthresh=9 snd_wnd=1878912 srtt=143375 rcv_wnd=65024 sock_cookie=6c
          <idle>-0       [001] ..s. 219260.280049: tcp_probe: src=[::ffff:10.0.0.1]:80 dest=[::ffff:10.0.0.2]:55116 mark=0x0 data_len=0 snd_nxt=0x86dd796c snd_una=0x86dd2a3c snd_cwnd=12 ssthresh=9 snd_wnd=1878912 srtt=141300 rcv_wnd=65024 sock_cookie=6c
          <idle>-0       [001] ..s. 219260.304776: tcp_probe: src=[::ffff:10.0.0.1]:80 dest=[::ffff:10.0.0.2]:55116 mark=0x0 data_len=0 snd_nxt=0x86dd796c snd_una=0x86dd2a3c snd_cwnd=11 ssthresh=8 snd_wnd=1878912 srtt=137987 rcv_wnd=65024 sock_cookie=6c
          <idle>-0       [001] ..s. 219260.317827: tcp_probe: src=[::ffff:10.0.0.1]:80 dest=[::ffff:10.0.0.2]:55116 mark=0x0 data_len=0 snd_nxt=0x86dd7f14 snd_una=0x86dd2a3c snd_cwnd=11 ssthresh=8 snd_wnd=1878912 srtt=138179 rcv_wnd=65024 sock_cookie=6c
          <idle>-0       [001] ..s. 219260.341607: tcp_probe: src=[::ffff:10.0.0.1]:80 dest=[::ffff:10.0.0.2]:55116 mark=0x0 data_len=0 snd_nxt=0x86dd84bc snd_una=0x86dd2a3c snd_cwnd=10 ssthresh=8 snd_wnd=1878912 srtt=136969 rcv_wnd=65024 sock_cookie=6c
          <idle>-0       [001] ..s. 219260.365627: tcp_probe: src=[::ffff:10.0.0.1]:80 dest=[::ffff:10.0.0.2]:55116 mark=0x0 data_len=0 snd_nxt=0x86dd84bc snd_una=0x86dd2a3c snd_cwnd=8 ssthresh=8 snd_wnd=1878912 srtt=138883 rcv_wnd=65024 sock_cookie=6c
          <idle>-0       [001] ..s. 219260.389760: tcp_probe: src=[::ffff:10.0.0.1]:80 dest=[::ffff:10.0.0.2]:55116 mark=0x0 data_len=0 snd_nxt=0x86dd900c snd_una=0x86dd2a3c snd_cwnd=8 ssthresh=8 snd_wnd=1878912 srtt=140535 rcv_wnd=65024 sock_cookie=6c
          <idle>-0       [001] ..s. 219260.413710: tcp_probe: src=[::ffff:10.0.0.1]:80 dest=[::ffff:10.0.0.2]:55116 mark=0x0 data_len=0 snd_nxt=0x86dd9b5c snd_una=0x86dd2a3c snd_cwnd=8 ssthresh=8 snd_wnd=1878912 srtt=141988 rcv_wnd=65024 sock_cookie=6c
          <idle>-0       [001] ..s. 219260.437153: tcp_probe: src=[::ffff:10.0.0.1]:80 dest=[::ffff:10.0.0.2]:55116 mark=0x0 data_len=0 snd_nxt=0x86dda6ac snd_una=0x86dd796c snd_cwnd=8 ssthresh=8 snd_wnd=1866240 srtt=140990 rcv_wnd=65024 sock_cookie=6c
          <idle>-0       [001] ..s. 219260.492336: tcp_probe: src=[::ffff:10.0.0.1]:80 dest=[::ffff:10.0.0.2]:55116 mark=0x0 data_len=0 snd_nxt=0x86ddb1fc snd_una=0x86dd84bc snd_cwnd=8 ssthresh=8 snd_wnd=1878912 srtt=139912 rcv_wnd=65024 sock_cookie=6c
          <idle>-0       [001] ..s. 219260.516402: tcp_probe: src=[::ffff:10.0.0.1]:80 dest=[::ffff:10.0.0.2]:55116 mark=0x0 data_len=0 snd_nxt=0x86ddbd4c snd_una=0x86dd900c snd_cwnd=8 ssthresh=8 snd_wnd=1878912 srtt=138260 rcv_wnd=65024 sock_cookie=6c
          <idle>-0       [001] ..s. 219260.541025: tcp_probe: src=[::ffff:10.0.0.1]:80 dest=[::ffff:10.0.0.2]:55116 mark=0x0 data_len=0 snd_nxt=0x86ddc89c snd_una=0x86dd9b5c snd_cwnd=9 ssthresh=8 snd_wnd=1878912 srtt=136806 rcv_wnd=65024 sock_cookie=6c
          <idle>-0       [001] ..s. 219260.564857: tcp_probe: src=[::ffff:10.0.0.1]:80 dest=[::ffff:10.0.0.2]:55116 mark=0x0 data_len=0 snd_nxt=0x86ddd3ec snd_una=0x86dda6ac snd_cwnd=9 ssthresh=8 snd_wnd=1878912 srtt=135618 rcv_wnd=65024 sock_cookie=6c
          <idle>-0       [001] ..s. 219260.619569: tcp_probe: src=[::ffff:10.0.0.1]:80 dest=[::ffff:10.0.0.2]:55116 mark=0x0 data_len=0 snd_nxt=0x86dddf3c snd_una=0x86ddb1fc snd_cwnd=9 ssthresh=8 snd_wnd=1878912 srtt=134628 rcv_wnd=65024 sock_cookie=6c
          <idle>-0       [001] ..s. 219260.643424: tcp_probe: src=[::ffff:10.0.0.1]:80 dest=[::ffff:10.0.0.2]:55116 mark=0x0 data_len=0 snd_nxt=0x86ddf034 snd_una=0x86ddbd4c snd_cwnd=9 ssthresh=8 snd_wnd=1878912 srtt=133703 rcv_wnd=65024 sock_cookie=6c
          <idle>-0       [001] ..s. 219260.667800: tcp_probe: src=[::ffff:10.0.0.1]:80 dest=[::ffff:10.0.0.2]:55116 mark=0x0 data_len=0 snd_nxt=0x86ddfb84 snd_una=0x86ddc89c snd_cwnd=9 ssthresh=8 snd_wnd=1878912 srtt=132866 rcv_wnd=65024 sock_cookie=6c
          <idle>-0       [001] ..s. 219260.691952: tcp_probe: src=[::ffff:10.0.0.1]:80 dest=[::ffff:10.0.0.2]:55116 mark=0x0 data_len=0 snd_nxt=0x86de06d4 snd_una=0x86ddd3ec snd_cwnd=10 ssthresh=8 snd_wnd=1878912 srtt=132103 rcv_wnd=65024 sock_cookie=6c
          <idle>-0       [001] ..s. 219260.747212: tcp_probe: src=[::ffff:10.0.0.1]:80 dest=[::ffff:10.0.0.2]:55116 mark=0x0 data_len=0 snd_nxt=0x86de1224 snd_una=0x86dddf3c snd_cwnd=10 ssthresh=8 snd_wnd=1878912 srtt=131477 rcv_wnd=65024 sock_cookie=6c
          <idle>-0       [001] ..s. 219260.770505: tcp_probe: src=[::ffff:10.0.0.1]:80 dest=[::ffff:10.0.0.2]:55116 mark=0x0 data_len=0 snd_nxt=0x86de1d74 snd_una=0x86ddea8c snd_cwnd=10 ssthresh=8 snd_wnd=1878912 srtt=130996 rcv_wnd=65024 sock_cookie=6c
          <idle>-0       [001] ..s. 219260.794769: tcp_probe: src=[::ffff:10.0.0.1]:80 dest=[::ffff:10.0.0.2]:55116 mark=0x0 data_len=0 snd_nxt=0x86de28c4 snd_una=0x86ddf5dc snd_cwnd=10 ssthresh=8 snd_wnd=1878912 srtt=133317 rcv_wnd=65024 sock_cookie=6c
          <idle>-0       [001] ..s. 219260.819247: tcp_probe: src=[::ffff:10.0.0.1]:80 dest=[::ffff:10.0.0.2]:55116 mark=0x0 data_len=0 snd_nxt=0x86de3414 snd_una=0x86de012c snd_cwnd=10 ssthresh=8 snd_wnd=1878912 srtt=135569 rcv_wnd=65024 sock_cookie=6c
          <idle>-0       [001] ..s. 219260.862027: tcp_probe: src=[::ffff:10.0.0.1]:80 dest=[::ffff:10.0.0.2]:55116 mark=0x0 data_len=0 snd_nxt=0x86de4ab4 snd_una=0x86de0c7c snd_cwnd=11 ssthresh=8 snd_wnd=1878912 srtt=137553 rcv_wnd=65024 sock_cookie=6c
          <idle>-0       [001] ..s. 219260.886473: tcp_probe: src=[::ffff:10.0.0.1]:80 dest=[::ffff:10.0.0.2]:55116 mark=0x0 data_len=0 snd_nxt=0x86de5604 snd_una=0x86de17cc snd_cwnd=11 ssthresh=8 snd_wnd=1878912 srtt=141617 rcv_wnd=65024 sock_cookie=6c
          <idle>-0       [001] ..s. 219260.910477: tcp_probe: src=[::ffff:10.0.0.1]:80 dest=[::ffff:10.0.0.2]:55116 mark=0x0 data_len=0 snd_nxt=0x86de6154 snd_una=0x86de231c snd_cwnd=11 ssthresh=8 snd_wnd=1878912 srtt=141321 rcv_wnd=65024 sock_cookie=6c
          <idle>-0       [001] ..s. 219260.934654: tcp_probe: src=[::ffff:10.0.0.1]:80 dest=[::ffff:10.0.0.2]:55116 mark=0x0 data_len=0 snd_nxt=0x86de6ca4 snd_una=0x86de2e6c snd_cwnd=11 ssthresh=8 snd_wnd=1878912 srtt=141151 rcv_wnd=65024 sock_cookie=6c
          <idle>-0       [001] ..s. 219260.947285: tcp_probe: src=[::ffff:10.0.0.1]:80 dest=[::ffff:10.0.0.2]:55116 mark=0x0 data_len=0 snd_nxt=0x86de77f4 snd_una=0x86de3414 snd_cwnd=11 ssthresh=8 snd_wnd=1878912 srtt=140992 rcv_wnd=65024 sock_cookie=6c
          <idle>-0       [001] ..s. 219260.959020: tcp_probe: src=[::ffff:10.0.0.1]:80 dest=[::ffff:10.0.0.2]:55116 mark=0x0 data_len=0 snd_nxt=0x86de7d9c snd_una=0x86de3414 snd_cwnd=11 ssthresh=8 snd_wnd=1878912 srtt=139372 rcv_wnd=65024 sock_cookie=6c
          <idle>-0       [001] ..s. 219260.989223: tcp_probe: src=[::ffff:10.0.0.1]:80 dest=[::ffff:10.0.0.2]:55116 mark=0x0 data_len=0 snd_nxt=0x86de7d9c snd_una=0x86de3414 snd_cwnd=10 ssthresh=7 snd_wnd=1878912 srtt=139421 rcv_wnd=65024 sock_cookie=6c
          <idle>-0       [001] ..s. 219260.996058: tcp_probe: src=[::ffff:10.0.0.1]:80 dest=[::ffff:10.0.0.2]:55116 mark=0x0 data_len=0 snd_nxt=0x86de8344 snd_una=0x86de3414 snd_cwnd=10 ssthresh=7 snd_wnd=1878912 srtt=137891 rcv_wnd=65024 sock_cookie=6c
          <idle>-0       [001] ..s. 219261.013740: tcp_probe: src=[::ffff:10.0.0.1]:80 dest=[::ffff:10.0.0.2]:55116 mark=0x0 data_len=0 snd_nxt=0x86de8344 snd_una=0x86de3414 snd_cwnd=9 ssthresh=7 snd_wnd=1878912 srtt=137407 rcv_wnd=65024 sock_cookie=6c
          <idle>-0       [001] ..s. 219261.026431: tcp_probe: src=[::ffff:10.0.0.1]:80 dest=[::ffff:10.0.0.2]:55116 mark=0x0 data_len=0 snd_nxt=0x86de88ec snd_una=0x86de3414 snd_cwnd=9 ssthresh=7 snd_wnd=1878912 srtt=136138 rcv_wnd=65024 sock_cookie=6c
          <idle>-0       [001] ..s. 219261.049744: tcp_probe: src=[::ffff:10.0.0.1]:80 dest=[::ffff:10.0.0.2]:55116 mark=0x0 data_len=0 snd_nxt=0x86de88ec snd_una=0x86de3414 snd_cwnd=7 ssthresh=7 snd_wnd=1878912 srtt=136614 rcv_wnd=65024 sock_cookie=6c
          <idle>-0       [001] ..s. 219261.062477: tcp_probe: src=[::ffff:10.0.0.1]:80 dest=[::ffff:10.0.0.2]:55116 mark=0x0 data_len=0 snd_nxt=0x86de8e94 snd_una=0x86de3414 snd_cwnd=7 ssthresh=7 snd_wnd=1878912 srtt=136945 rcv_wnd=65024 sock_cookie=6c
          <idle>-0       [001] ..s. 219261.086482: tcp_probe: src=[::ffff:10.0.0.1]:80 dest=[::ffff:10.0.0.2]:55116 mark=0x0 data_len=0 snd_nxt=0x86de99e4 snd_una=0x86de3414 snd_cwnd=7 ssthresh=7 snd_wnd=1878912 srtt=135803 rcv_wnd=65024 sock_cookie=6c
          <idle>-0       [001] ..s. 219261.128444: tcp_probe: src=[::ffff:10.0.0.1]:80 dest=[::ffff:10.0.0.2]:55116 mark=0x0 data_len=0 snd_nxt=0x86dea534 snd_una=0x86de7d9c snd_cwnd=7 ssthresh=7 snd_wnd=1867264 srtt=134827 rcv_wnd=65024 sock_cookie=6c
          <idle>-0       [001] ..s. 219261.177375: tcp_probe: src=[::ffff:10.0.0.1]:80 dest=[::ffff:10.0.0.2]:55116 mark=0x0 data_len=0 snd_nxt=0x86deb084 snd_una=0x86de88ec snd_cwnd=7 ssthresh=7 snd_wnd=1878912 srtt=135376 rcv_wnd=65024 sock_cookie=6c
          <idle>-0       [001] ..s. 219261.201573: tcp_probe: src=[::ffff:10.0.0.1]:80 dest=[::ffff:10.0.0.2]:55116 mark=0x0 data_len=0 snd_nxt=0x86debbd4 snd_una=0x86de943c snd_cwnd=7 ssthresh=7 snd_wnd=1878912 srtt=134406 rcv_wnd=65024 sock_cookie=6c
          <idle>-0       [001] ..s. 219261.243818: tcp_probe: src=[::ffff:10.0.0.1]:80 dest=[::ffff:10.0.0.2]:55116 mark=0x0 data_len=0 snd_nxt=0x86dec724 snd_una=0x86de9f8c snd_cwnd=8 ssthresh=7 snd_wnd=1878912 srtt=134992 rcv_wnd=65024 sock_cookie=6c
          <idle>-0       [001] ..s. 219261.292439: tcp_probe: src=[::ffff:10.0.0.1]:80 dest=[::ffff:10.0.0.2]:55116 mark=0x0 data_len=0 snd_nxt=0x86ded274 snd_una=0x86deaadc snd_cwnd=8 ssthresh=7 snd_wnd=1878912 srtt=137783 rcv_wnd=65024 sock_cookie=6c
          <idle>-0       [001] ..s. 219261.316529: tcp_probe: src=[::ffff:10.0.0.1]:80 dest=[::ffff:10.0.0.2]:55116 mark=0x0 data_len=0 snd_nxt=0x86deddc4 snd_una=0x86deb62c snd_cwnd=8 ssthresh=7 snd_wnd=1878912 srtt=141059 rcv_wnd=65024 sock_cookie=6c
          <idle>-0       [001] ..s. 219261.359527: tcp_probe: src=[::ffff:10.0.0.1]:80 dest=[::ffff:10.0.0.2]:55116 mark=0x0 data_len=0 snd_nxt=0x86dee914 snd_una=0x86dec17c snd_cwnd=8 ssthresh=7 snd_wnd=1878912 srtt=140819 rcv_wnd=65024 sock_cookie=6c
          <idle>-0       [001] ..s. 219261.408243: tcp_probe: src=[::ffff:10.0.0.1]:80 dest=[::ffff:10.0.0.2]:55116 mark=0x0 data_len=0 snd_nxt=0x86deffb4 snd_una=0x86decccc snd_cwnd=9 ssthresh=7 snd_wnd=1878912 srtt=142960 rcv_wnd=65024 sock_cookie=6c
          <idle>-0       [001] ..s. 219261.431497: tcp_probe: src=[::ffff:10.0.0.1]:80 dest=[::ffff:10.0.0.2]:55116 mark=0x0 data_len=0 snd_nxt=0x86df0b04 snd_una=0x86ded81c snd_cwnd=9 ssthresh=7 snd_wnd=1878912 srtt=145641 rcv_wnd=65024 sock_cookie=6c
          <idle>-0       [001] ..s. 219261.474244: tcp_probe: src=[::ffff:10.0.0.1]:80 dest=[::ffff:10.0.0.2]:55116 mark=0x0 data_len=0 snd_nxt=0x86df1654 snd_una=0x86dee36c snd_cwnd=9 ssthresh=7 snd_wnd=1878912 srtt=144817 rcv_wnd=65024 sock_cookie=6c
          <idle>-0       [001] ..s. 219261.498422: tcp_probe: src=[::ffff:10.0.0.1]:80 dest=[::ffff:10.0.0.2]:55116 mark=0x0 data_len=0 snd_nxt=0x86df21a4 snd_una=0x86deeebc snd_cwnd=9 ssthresh=7 snd_wnd=1878912 srtt=146428 rcv_wnd=65024 sock_cookie=6c
          <idle>-0       [001] ..s. 219261.523112: tcp_probe: src=[::ffff:10.0.0.1]:80 dest=[::ffff:10.0.0.2]:55116 mark=0x0 data_len=0 snd_nxt=0x86df2cf4 snd_una=0x86defa0c snd_cwnd=9 ssthresh=7 snd_wnd=1878912 srtt=145485 rcv_wnd=65024 sock_cookie=6c
          <idle>-0       [001] ..s. 219261.547472: tcp_probe: src=[::ffff:10.0.0.1]:80 dest=[::ffff:10.0.0.2]:55116 mark=0x0 data_len=0 snd_nxt=0x86df3844 snd_una=0x86df055c snd_cwnd=9 ssthresh=7 snd_wnd=1878912 srtt=147746 rcv_wnd=65024 sock_cookie=6c
          <idle>-0       [001] ..s. 219261.589414: tcp_probe: src=[::ffff:10.0.0.1]:80 dest=[::ffff:10.0.0.2]:55116 mark=0x0 data_len=0 snd_nxt=0x86df4394 snd_una=0x86df10ac snd_cwnd=9 ssthresh=7 snd_wnd=1878912 srtt=146679 rcv_wnd=65024 sock_cookie=6c
          <idle>-0       [001] ..s. 219261.613499: tcp_probe: src=[::ffff:10.0.0.1]:80 dest=[::ffff:10.0.0.2]:55116 mark=0x0 data_len=0 snd_nxt=0x86df4ee4 snd_una=0x86df1bfc snd_cwnd=9 ssthresh=7 snd_wnd=1878912 srtt=148083 rcv_wnd=65024 sock_cookie=6c
          <idle>-0       [001] ..s. 219261.637955: tcp_probe: src=[::ffff:10.0.0.1]:80 dest=[::ffff:10.0.0.2]:55116 mark=0x0 data_len=0 snd_nxt=0x86df548c snd_una=0x86df274c snd_cwnd=9 ssthresh=7 snd_wnd=1878912 srtt=146978 rcv_wnd=65024 sock_cookie=6c
          <idle>-0       [001] ..s. 219261.662687: tcp_probe: src=[::ffff:10.0.0.1]:80 dest=[::ffff:10.0.0.2]:55116 mark=0x0 data_len=0 snd_nxt=0x86df5fdc snd_una=0x86df329c snd_cwnd=9 ssthresh=7 snd_wnd=1878912 srtt=146046 rcv_wnd=65024 sock_cookie=6c
          <idle>-0       [001] ..s. 219261.704572: tcp_probe: src=[::ffff:10.0.0.1]:80 dest=[::ffff:10.0.0.2]:55116 mark=0x0 data_len=0 snd_nxt=0x86df6b2c snd_una=0x86df3dec snd_cwnd=9 ssthresh=7 snd_wnd=1878912 srtt=145236 rcv_wnd=65024 sock_cookie=6c
          <idle>-0       [001] ..s. 219261.728469: tcp_probe: src=[::ffff:10.0.0.1]:80 dest=[::ffff:10.0.0.2]:55116 mark=0x0 data_len=0 snd_nxt=0x86df767c snd_una=0x86df493c snd_cwnd=9 ssthresh=7 snd_wnd=1878912 srtt=146718 rcv_wnd=65024 sock_cookie=6c
          <idle>-0       [001] ..s. 219261.783682: tcp_probe: src=[::ffff:10.0.0.1]:80 dest=[::ffff:10.0.0.2]:55116 mark=0x0 data_len=0 snd_nxt=0x86df81cc snd_una=0x86df548c snd_cwnd=9 ssthresh=7 snd_wnd=1878912 srtt=145758 rcv_wnd=65024 sock_cookie=6c
          <idle>-0       [001] ..s. 219261.789509: tcp_probe: src=[::ffff:10.0.0.1]:80 dest=[::ffff:10.0.0.2]:55116 mark=0x0 data_len=0 snd_nxt=0x86df8d1c snd_una=0x86df5a34 snd_cwnd=9 ssthresh=7 snd_wnd=1878912 srtt=145753 rcv_wnd=65024 sock_cookie=6c
          <idle>-0       [001] ..s. 219261.819313: tcp_probe: src=[::ffff:10.0.0.1]:80 dest=[::ffff:10.0.0.2]:55116 mark=0x0 data_len=0 snd_nxt=0x86df986c snd_una=0x86df5a34 snd_cwnd=9 ssthresh=6 snd_wnd=1878912 srtt=143386 rcv_wnd=65024 sock_cookie=6c
          <idle>-0       [001] ..s. 219261.833038: tcp_probe: src=[::ffff:10.0.0.1]:80 dest=[::ffff:10.0.0.2]:55116 mark=0x0 data_len=0 snd_nxt=0x86df9e14 snd_una=0x86df5a34 snd_cwnd=9 ssthresh=6 snd_wnd=1878912 srtt=139804 rcv_wnd=65024 sock_cookie=6c
     kworker/1:1-15104   [001] ..s. 219261.851941: tcp_probe: src=[::ffff:10.0.0.1]:80 dest=[::ffff:10.0.0.2]:55116 mark=0x0 data_len=0 snd_nxt=0x86df9e14 snd_una=0x86df5a34 snd_cwnd=8 ssthresh=6 snd_wnd=1878912 srtt=138385 rcv_wnd=65024 sock_cookie=6c
          <idle>-0       [001] ..s. 219261.880022: tcp_probe: src=[::ffff:10.0.0.1]:80 dest=[::ffff:10.0.0.2]:55116 mark=0x0 data_len=0 snd_nxt=0x86dfa3bc snd_una=0x86df5a34 snd_cwnd=8 ssthresh=6 snd_wnd=1878912 srtt=136519 rcv_wnd=65024 sock_cookie=6c
          <idle>-0       [001] ..s. 219261.910989: tcp_probe: src=[::ffff:10.0.0.1]:80 dest=[::ffff:10.0.0.2]:55116 mark=0x0 data_len=0 snd_nxt=0x86dfa964 snd_una=0x86df5a34 snd_cwnd=8 ssthresh=6 snd_wnd=1878912 srtt=138397 rcv_wnd=65024 sock_cookie=6c
          <idle>-0       [001] ..s. 219261.922689: tcp_probe: src=[::ffff:10.0.0.1]:80 dest=[::ffff:10.0.0.2]:55116 mark=0x0 data_len=0 snd_nxt=0x86dfa964 snd_una=0x86df5a34 snd_cwnd=7 ssthresh=6 snd_wnd=1878912 srtt=137008 rcv_wnd=65024 sock_cookie=6c
          <idle>-0       [001] ..s. 219261.947718: tcp_probe: src=[::ffff:10.0.0.1]:80 dest=[::ffff:10.0.0.2]:55116 mark=0x0 data_len=0 snd_nxt=0x86dfaf0c snd_una=0x86df5a34 snd_cwnd=6 ssthresh=6 snd_wnd=1878912 srtt=137254 rcv_wnd=65024 sock_cookie=6c
          <idle>-0       [001] ..s. 219261.970746: tcp_probe: src=[::ffff:10.0.0.1]:80 dest=[::ffff:10.0.0.2]:55116 mark=0x0 data_len=0 snd_nxt=0x86dfba5c snd_una=0x86df986c snd_cwnd=6 ssthresh=6 snd_wnd=1869184 srtt=138222 rcv_wnd=65024 sock_cookie=6c
          <idle>-0       [001] ..s. 219262.037605: tcp_probe: src=[::ffff:10.0.0.1]:80 dest=[::ffff:10.0.0.2]:55116 mark=0x0 data_len=0 snd_nxt=0x86dfc5ac snd_una=0x86dfa3bc snd_cwnd=6 ssthresh=6 snd_wnd=1878912 srtt=139873 rcv_wnd=65024 sock_cookie=6c
          <idle>-0       [001] ..s. 219262.062289: tcp_probe: src=[::ffff:10.0.0.1]:80 dest=[::ffff:10.0.0.2]:55116 mark=0x0 data_len=0 snd_nxt=0x86dfd0fc snd_una=0x86dfaf0c snd_cwnd=7 ssthresh=6 snd_wnd=1878912 srtt=142085 rcv_wnd=65024 sock_cookie=6c
          <idle>-0       [001] .Ns. 219262.084712: tcp_probe: src=[::ffff:10.0.0.1]:80 dest=[::ffff:10.0.0.2]:55116 mark=0x0 data_len=0 snd_nxt=0x86dfdc4c snd_una=0x86dfaf0c snd_cwnd=7 ssthresh=6 snd_wnd=1878912 srtt=138644 rcv_wnd=65024 sock_cookie=6c
          <idle>-0       [001] ..s. 219262.098013: tcp_probe: src=[::ffff:10.0.0.1]:80 dest=[::ffff:10.0.0.2]:55116 mark=0x0 data_len=0 snd_nxt=0x86dfe1f4 snd_una=0x86dfaf0c snd_cwnd=7 ssthresh=6 snd_wnd=1878912 srtt=135558 rcv_wnd=65024 sock_cookie=6c
          <idle>-0       [001] ..s. 219262.165060: tcp_probe: src=[::ffff:10.0.0.1]:80 dest=[::ffff:10.0.0.2]:55116 mark=0x0 data_len=0 snd_nxt=0x86dfe1f4 snd_una=0x86dfaf0c snd_cwnd=6 ssthresh=4 snd_wnd=1878912 srtt=134520 rcv_wnd=65024 sock_cookie=6c
          <idle>-0       [001] ..s. 219262.189727: tcp_probe: src=[::ffff:10.0.0.1]:80 dest=[::ffff:10.0.0.2]:55116 mark=0x0 data_len=0 snd_nxt=0x86dfe1f4 snd_una=0x86dfaf0c snd_cwnd=4 ssthresh=4 snd_wnd=1878912 srtt=133635 rcv_wnd=65024 sock_cookie=6c
          <idle>-0       [001] ..s. 219262.213321: tcp_probe: src=[::ffff:10.0.0.1]:80 dest=[::ffff:10.0.0.2]:55116 mark=0x0 data_len=0 snd_nxt=0x86dfed44 snd_una=0x86dfaf0c snd_cwnd=4 ssthresh=4 snd_wnd=1878912 srtt=132859 rcv_wnd=65024 sock_cookie=6c
          <idle>-0       [001] ..s. 219262.316735: tcp_probe: src=[::ffff:10.0.0.1]:80 dest=[::ffff:10.0.0.2]:55116 mark=0x0 data_len=0 snd_nxt=0x86dff894 snd_una=0x86dfe1f4 snd_cwnd=4 ssthresh=4 snd_wnd=1871104 srtt=130751 rcv_wnd=65024 sock_cookie=6c
          <idle>-0       [001] ..s. 219262.340243: tcp_probe: src=[::ffff:10.0.0.1]:80 dest=[::ffff:10.0.0.2]:55116 mark=0x0 data_len=0 snd_nxt=0x86e003e4 snd_una=0x86dfed44 snd_cwnd=5 ssthresh=4 snd_wnd=1878912 srtt=130282 rcv_wnd=65024 sock_cookie=6c
          <idle>-0       [001] ..s. 219262.443166: tcp_probe: src=[::ffff:10.0.0.1]:80 dest=[::ffff:10.0.0.2]:55116 mark=0x0 data_len=0 snd_nxt=0x86e014dc snd_una=0x86dff894 snd_cwnd=5 ssthresh=4 snd_wnd=1878912 srtt=129861 rcv_wnd=65024 sock_cookie=6c
          <idle>-0       [001] ..s. 219262.466595: tcp_probe: src=[::ffff:10.0.0.1]:80 dest=[::ffff:10.0.0.2]:55116 mark=0x0 data_len=0 snd_nxt=0x86e0202c snd_una=0x86e003e4 snd_cwnd=5 ssthresh=4 snd_wnd=1878912 srtt=129429 rcv_wnd=65024 sock_cookie=6c
          <idle>-0       [001] ..s. 219262.520481: tcp_probe: src=[::ffff:10.0.0.1]:80 dest=[::ffff:10.0.0.2]:55116 mark=0x0 data_len=0 snd_nxt=0x86e02b7c snd_una=0x86e00f34 snd_cwnd=5 ssthresh=4 snd_wnd=1878912 srtt=129044 rcv_wnd=65024 sock_cookie=6c
          <idle>-0       [001] ..s. 219262.573397: tcp_probe: src=[::ffff:10.0.0.1]:80 dest=[::ffff:10.0.0.2]:55116 mark=0x0 data_len=0 snd_nxt=0x86e03124 snd_una=0x86e014dc snd_cwnd=5 ssthresh=4 snd_wnd=1879936 srtt=135442 rcv_wnd=65024 sock_cookie=6c
          <idle>-0       [001] ..s. 219262.594024: tcp_probe: src=[::ffff:10.0.0.1]:80 dest=[::ffff:10.0.0.2]:55116 mark=0x0 data_len=0 snd_nxt=0x86e03c74 snd_una=0x86e0202c snd_cwnd=5 ssthresh=4 snd_wnd=1879936 srtt=134789 rcv_wnd=65024 sock_cookie=6c
          <idle>-0       [001] ..s. 219262.684990: tcp_probe: src=[::ffff:10.0.0.1]:80 dest=[::ffff:10.0.0.2]:55116 mark=0x0 data_len=0 snd_nxt=0x86e047c4 snd_una=0x86e02b7c snd_cwnd=5 ssthresh=4 snd_wnd=1879936 srtt=133869 rcv_wnd=65024 sock_cookie=6c
          <idle>-0       [001] ..s. 219262.699452: tcp_probe: src=[::ffff:10.0.0.1]:80 dest=[::ffff:10.0.0.2]:55116 mark=0x0 data_len=0 snd_nxt=0x86e04d6c snd_una=0x86e03124 snd_cwnd=5 ssthresh=4 snd_wnd=1879936 srtt=137697 rcv_wnd=65024 sock_cookie=6c
          <idle>-0       [001] ..s. 219262.724611: tcp_probe: src=[::ffff:10.0.0.1]:80 dest=[::ffff:10.0.0.2]:55116 mark=0x0 data_len=0 snd_nxt=0x86e05314 snd_una=0x86e03c74 snd_cwnd=5 ssthresh=4 snd_wnd=1879936 srtt=136241 rcv_wnd=65024 sock_cookie=6c
          <idle>-0       [001] ..s. 219262.814553: tcp_probe: src=[::ffff:10.0.0.1]:80 dest=[::ffff:10.0.0.2]:55116 mark=0x0 data_len=0 snd_nxt=0x86e069b4 snd_una=0x86e047c4 snd_cwnd=6 ssthresh=4 snd_wnd=1879936 srtt=135533 rcv_wnd=65024 sock_cookie=6c
          <idle>-0       [001] ..s. 219262.850626: tcp_probe: src=[::ffff:10.0.0.1]:80 dest=[::ffff:10.0.0.2]:55116 mark=0x0 data_len=0 snd_nxt=0x86e07504 snd_una=0x86e05314 snd_cwnd=6 ssthresh=4 snd_wnd=1879936 srtt=134786 rcv_wnd=65024 sock_cookie=6c
          <idle>-0       [001] ..s. 219262.874651: tcp_probe: src=[::ffff:10.0.0.1]:80 dest=[::ffff:10.0.0.2]:55116 mark=0x0 data_len=0 snd_nxt=0x86e08054 snd_una=0x86e05e64 snd_cwnd=6 ssthresh=4 snd_wnd=1879936 srtt=133689 rcv_wnd=65024 sock_cookie=6c
