# tracer: nop
#
# entries-in-buffer/entries-written: 1798/1798   #P:2
#
#                                _-----=> irqs-off
#                               / _----=> need-resched
#                              | / _---=> hardirq/softirq
#                              || / _--=> preempt-depth
#                              ||| /     delay
#           TASK-PID     CPU#  ||||   TIMESTAMP  FUNCTION
#              | |         |   ||||      |         |
          <idle>-0       [000] ..s. 160003.755269: tcp_probe: src=[::ffff:10.0.0.1]:80 dest=[::ffff:10.0.0.2]:45530 mark=0x0 data_len=0 snd_nxt=0xf9d67611 snd_una=0xf9d53ef9 snd_cwnd=264 ssthresh=198 snd_wnd=106368 srtt=1993 rcv_wnd=65024 sock_cookie=68
          <idle>-0       [000] ..s. 160003.756433: tcp_probe: src=[::ffff:10.0.0.1]:80 dest=[::ffff:10.0.0.2]:45530 mark=0x0 data_len=0 snd_nxt=0xf9d75ba1 snd_una=0xf9d59f21 snd_cwnd=264 ssthresh=198 snd_wnd=113792 srtt=1898 rcv_wnd=65024 sock_cookie=68
          <idle>-0       [000] ..s. 160003.756516: tcp_probe: src=[::ffff:10.0.0.1]:80 dest=[::ffff:10.0.0.2]:45530 mark=0x0 data_len=0 snd_nxt=0xf9d77499 snd_una=0xf9d640e9 snd_cwnd=264 ssthresh=198 snd_wnd=98304 srtt=1961 rcv_wnd=65024 sock_cookie=68
          <idle>-0       [000] ..s. 160003.757143: tcp_probe: src=[::ffff:10.0.0.1]:80 dest=[::ffff:10.0.0.2]:45530 mark=0x0 data_len=0 snd_nxt=0xf9d7c111 snd_una=0xf9d72b11 snd_cwnd=264 ssthresh=198 snd_wnd=38400 srtt=1881 rcv_wnd=65024 sock_cookie=68
          <idle>-0       [000] ..s. 160003.758109: tcp_probe: src=[::ffff:10.0.0.1]:80 dest=[::ffff:10.0.0.2]:45530 mark=0x0 data_len=0 snd_nxt=0xf9d87321 snd_una=0xf9d72b11 snd_cwnd=264 ssthresh=198 snd_wnd=108928 srtt=1881 rcv_wnd=65024 sock_cookie=68
          <idle>-0       [000] ..s. 160003.758195: tcp_probe: src=[::ffff:10.0.0.1]:80 dest=[::ffff:10.0.0.2]:45530 mark=0x0 data_len=0 snd_nxt=0xf9d93591 snd_una=0xf9d7c111 snd_cwnd=264 ssthresh=198 snd_wnd=95360 srtt=2001 rcv_wnd=65024 sock_cookie=68
          <idle>-0       [000] ..s. 160003.759585: tcp_probe: src=[::ffff:10.0.0.1]:80 dest=[::ffff:10.0.0.2]:45530 mark=0x0 data_len=0 snd_nxt=0xf9da1921 snd_una=0xf9d87321 snd_cwnd=264 ssthresh=198 snd_wnd=108032 srtt=1882 rcv_wnd=65024 sock_cookie=68
          <idle>-0       [000] ..s. 160003.760310: tcp_probe: src=[::ffff:10.0.0.1]:80 dest=[::ffff:10.0.0.2]:45530 mark=0x0 data_len=0 snd_nxt=0xf9da7031 snd_una=0xf9d91729 snd_cwnd=264 ssthresh=198 snd_wnd=96512 srtt=1831 rcv_wnd=65024 sock_cookie=68
          <idle>-0       [000] ..s. 160003.760856: tcp_probe: src=[::ffff:10.0.0.1]:80 dest=[::ffff:10.0.0.2]:45530 mark=0x0 data_len=0 snd_nxt=0xf9da90a1 snd_una=0xf9da1921 snd_cwnd=264 ssthresh=198 snd_wnd=30592 srtt=1876 rcv_wnd=65024 sock_cookie=68
          <idle>-0       [000] ..s. 160003.760937: tcp_probe: src=[::ffff:10.0.0.1]:80 dest=[::ffff:10.0.0.2]:45530 mark=0x0 data_len=0 snd_nxt=0xf9db6eb9 snd_una=0xf9da1921 snd_cwnd=264 ssthresh=198 snd_wnd=122624 srtt=1876 rcv_wnd=65024 sock_cookie=68
         apache2-7207    [000] ..s. 160003.761836: tcp_probe: src=[::ffff:10.0.0.1]:80 dest=[::ffff:10.0.0.2]:45530 mark=0x0 data_len=0 snd_nxt=0xf9dc12b1 snd_una=0xf9da7031 snd_cwnd=264 ssthresh=198 snd_wnd=107136 srtt=1810 rcv_wnd=65024 sock_cookie=68
         apache2-7207    [000] ..s. 160003.763421: tcp_probe: src=[::ffff:10.0.0.1]:80 dest=[::ffff:10.0.0.2]:45530 mark=0x0 data_len=0 snd_nxt=0xf9dc6d41 snd_una=0xf9da90a1 snd_cwnd=264 ssthresh=198 snd_wnd=146048 srtt=1774 rcv_wnd=65024 sock_cookie=68
         apache2-7207    [000] ..s. 160003.763517: tcp_probe: src=[::ffff:10.0.0.1]:80 dest=[::ffff:10.0.0.2]:45530 mark=0x0 data_len=0 snd_nxt=0xf9dd6bc9 snd_una=0xf9dc12b1 snd_cwnd=264 ssthresh=198 snd_wnd=100480 srtt=1873 rcv_wnd=65024 sock_cookie=68
         apache2-7207    [000] ..s. 160003.764973: tcp_probe: src=[::ffff:10.0.0.1]:80 dest=[::ffff:10.0.0.2]:45530 mark=0x0 data_len=0 snd_nxt=0xf9de52c1 snd_una=0xf9dc6d41 snd_cwnd=264 ssthresh=198 snd_wnd=124288 srtt=1849 rcv_wnd=65024 sock_cookie=68
         apache2-7207    [000] ..s. 160003.765131: tcp_probe: src=[::ffff:10.0.0.1]:80 dest=[::ffff:10.0.0.2]:45530 mark=0x0 data_len=0 snd_nxt=0xf9df68d9 snd_una=0xf9dd6bc9 snd_cwnd=264 ssthresh=198 snd_wnd=151552 srtt=1811 rcv_wnd=65024 sock_cookie=68
         apache2-7207    [000] ..s. 160003.766120: tcp_probe: src=[::ffff:10.0.0.1]:80 dest=[::ffff:10.0.0.2]:45530 mark=0x0 data_len=0 snd_nxt=0xf9e04689 snd_una=0xf9de4e09 snd_cwnd=264 ssthresh=198 snd_wnd=129152 srtt=1786 rcv_wnd=65024 sock_cookie=68
         apache2-7207    [000] ..s. 160003.766709: tcp_probe: src=[::ffff:10.0.0.1]:80 dest=[::ffff:10.0.0.2]:45530 mark=0x0 data_len=0 snd_nxt=0xf9e06761 snd_una=0xf9de6a51 snd_cwnd=264 ssthresh=198 snd_wnd=142208 srtt=1887 rcv_wnd=65024 sock_cookie=68
         apache2-7207    [000] ..s. 160003.767665: tcp_probe: src=[::ffff:10.0.0.1]:80 dest=[::ffff:10.0.0.2]:45530 mark=0x0 data_len=0 snd_nxt=0xf9e13dc9 snd_una=0xf9ded5c9 snd_cwnd=264 ssthresh=198 snd_wnd=157696 srtt=1867 rcv_wnd=65024 sock_cookie=68
         apache2-7207    [000] ..s. 160003.767749: tcp_probe: src=[::ffff:10.0.0.1]:80 dest=[::ffff:10.0.0.2]:45530 mark=0x0 data_len=0 snd_nxt=0xf9e165e9 snd_una=0xf9df68d9 snd_cwnd=264 ssthresh=198 snd_wnd=152960 srtt=1968 rcv_wnd=65024 sock_cookie=68
         apache2-7207    [000] ..s. 160003.768711: tcp_probe: src=[::ffff:10.0.0.1]:80 dest=[::ffff:10.0.0.2]:45530 mark=0x0 data_len=0 snd_nxt=0xf9e23be1 snd_una=0xf9e06761 snd_cwnd=264 ssthresh=198 snd_wnd=119936 srtt=2049 rcv_wnd=65024 sock_cookie=68
         apache2-7207    [000] ..s. 160003.768860: tcp_probe: src=[::ffff:10.0.0.1]:80 dest=[::ffff:10.0.0.2]:45530 mark=0x0 data_len=0 snd_nxt=0xf9e302c9 snd_una=0xf9e13dc9 snd_cwnd=264 ssthresh=198 snd_wnd=115968 srtt=2043 rcv_wnd=65024 sock_cookie=68
         apache2-7207    [000] ..s. 160003.769634: tcp_probe: src=[::ffff:10.0.0.1]:80 dest=[::ffff:10.0.0.2]:45530 mark=0x0 data_len=0 snd_nxt=0xf9e302c9 snd_una=0xf9e165e9 snd_cwnd=264 ssthresh=198 snd_wnd=119552 srtt=1936 rcv_wnd=65024 sock_cookie=68
         apache2-7207    [000] ..s. 160003.770380: tcp_probe: src=[::ffff:10.0.0.1]:80 dest=[::ffff:10.0.0.2]:45530 mark=0x0 data_len=0 snd_nxt=0xf9e3ff61 snd_una=0xf9e23be1 snd_cwnd=264 ssthresh=198 snd_wnd=115584 srtt=1929 rcv_wnd=65024 sock_cookie=68
         apache2-7207    [000] ..s. 160003.771068: tcp_probe: src=[::ffff:10.0.0.1]:80 dest=[::ffff:10.0.0.2]:45530 mark=0x0 data_len=0 snd_nxt=0xf9e3ff61 snd_una=0xf9e302c9 snd_cwnd=264 ssthresh=198 snd_wnd=64768 srtt=1896 rcv_wnd=65024 sock_cookie=68
         apache2-7207    [000] ..s. 160003.771219: tcp_probe: src=[::ffff:10.0.0.1]:80 dest=[::ffff:10.0.0.2]:45530 mark=0x0 data_len=0 snd_nxt=0xf9e50a79 snd_una=0xf9e362f9 snd_cwnd=264 ssthresh=198 snd_wnd=108416 srtt=1838 rcv_wnd=65024 sock_cookie=68
         apache2-7207    [000] ..s. 160003.772138: tcp_probe: src=[::ffff:10.0.0.1]:80 dest=[::ffff:10.0.0.2]:45530 mark=0x0 data_len=0 snd_nxt=0xf9e50a79 snd_una=0xf9e3ff61 snd_cwnd=264 ssthresh=198 snd_wnd=68480 srtt=1805 rcv_wnd=65024 sock_cookie=68
         apache2-7207    [000] ..s. 160003.772286: tcp_probe: src=[::ffff:10.0.0.1]:80 dest=[::ffff:10.0.0.2]:45530 mark=0x0 data_len=0 snd_nxt=0xf9e60581 snd_una=0xf9e46181 snd_cwnd=264 ssthresh=198 snd_wnd=107520 srtt=1713 rcv_wnd=65024 sock_cookie=68
         apache2-7207    [000] ..s. 160003.773223: tcp_probe: src=[::ffff:10.0.0.1]:80 dest=[::ffff:10.0.0.2]:45530 mark=0x0 data_len=0 snd_nxt=0xf9e60581 snd_una=0xf9e4d849 snd_cwnd=264 ssthresh=198 snd_wnd=77184 srtt=1651 rcv_wnd=65024 sock_cookie=68
         apache2-7207    [000] ..s. 160003.773305: tcp_probe: src=[::ffff:10.0.0.1]:80 dest=[::ffff:10.0.0.2]:45530 mark=0x0 data_len=0 snd_nxt=0xf9e65e91 snd_una=0xf9e50a79 snd_cwnd=264 ssthresh=198 snd_wnd=121856 srtt=1713 rcv_wnd=65024 sock_cookie=68
         apache2-7207    [000] ..s. 160003.773907: tcp_probe: src=[::ffff:10.0.0.1]:80 dest=[::ffff:10.0.0.2]:45530 mark=0x0 data_len=0 snd_nxt=0xf9e6e681 snd_una=0xf9e60581 snd_cwnd=264 ssthresh=198 snd_wnd=57600 srtt=1644 rcv_wnd=65024 sock_cookie=68
         apache2-7207    [000] ..s. 160003.775224: tcp_probe: src=[::ffff:10.0.0.1]:80 dest=[::ffff:10.0.0.2]:45530 mark=0x0 data_len=0 snd_nxt=0xf9e7e201 snd_una=0xf9e60581 snd_cwnd=264 ssthresh=198 snd_wnd=121984 srtt=1644 rcv_wnd=65024 sock_cookie=68
         apache2-7207    [000] ..s. 160003.775232: tcp_probe: src=[::ffff:10.0.0.1]:80 dest=[::ffff:10.0.0.2]:45530 mark=0x0 data_len=0 snd_nxt=0xf9e7e201 snd_una=0xf9e75d19 snd_cwnd=264 ssthresh=198 snd_wnd=34048 srtt=1689 rcv_wnd=65024 sock_cookie=68
         apache2-7207    [000] ..s. 160003.775971: tcp_probe: src=[::ffff:10.0.0.1]:80 dest=[::ffff:10.0.0.2]:45530 mark=0x0 data_len=0 snd_nxt=0xf9e7e201 snd_una=0xf9e7e201 snd_cwnd=264 ssthresh=198 snd_wnd=128 srtt=1643 rcv_wnd=65024 sock_cookie=68
         apache2-7207    [000] ..s. 160003.777118: tcp_probe: src=[::ffff:10.0.0.1]:80 dest=[::ffff:10.0.0.2]:45530 mark=0x0 data_len=0 snd_nxt=0xf9e9d301 snd_una=0xf9e7e201 snd_cwnd=264 ssthresh=198 snd_wnd=127232 srtt=1643 rcv_wnd=65024 sock_cookie=68
         apache2-7207    [000] ..s. 160003.777834: tcp_probe: src=[::ffff:10.0.0.1]:80 dest=[::ffff:10.0.0.2]:45530 mark=0x0 data_len=0 snd_nxt=0xf9ea58b1 snd_una=0xf9e85ba1 snd_cwnd=264 ssthresh=198 snd_wnd=194176 srtt=1581 rcv_wnd=65024 sock_cookie=68
         apache2-7207    [000] ..s. 160003.777917: tcp_probe: src=[::ffff:10.0.0.1]:80 dest=[::ffff:10.0.0.2]:45530 mark=0x0 data_len=0 snd_nxt=0xf9eb5739 snd_una=0xf9e94931 snd_cwnd=264 ssthresh=198 snd_wnd=197120 srtt=1616 rcv_wnd=65024 sock_cookie=68
     ksoftirqd/0-9       [000] ..s. 160003.779415: tcp_probe: src=[::ffff:10.0.0.1]:80 dest=[::ffff:10.0.0.2]:45530 mark=0x0 data_len=0 snd_nxt=0xf9eccd01 snd_una=0xf9e9d301 snd_cwnd=264 ssthresh=198 snd_wnd=195072 srtt=1657 rcv_wnd=65024 sock_cookie=68
         apache2-7207    [000] ..s. 160003.780041: tcp_probe: src=[::ffff:10.0.0.1]:80 dest=[::ffff:10.0.0.2]:45530 mark=0x0 data_len=0 snd_nxt=0xf9eccd01 snd_una=0xf9ea58b1 snd_cwnd=264 ssthresh=198 snd_wnd=160896 srtt=1737 rcv_wnd=65024 sock_cookie=68
         apache2-7207    [000] ..s. 160003.780760: tcp_probe: src=[::ffff:10.0.0.1]:80 dest=[::ffff:10.0.0.2]:45530 mark=0x0 data_len=0 snd_nxt=0xf9ed5449 snd_una=0xf9eb6831 snd_cwnd=264 ssthresh=198 snd_wnd=152448 srtt=1795 rcv_wnd=65024 sock_cookie=68
         apache2-7207    [000] ..s. 160003.781886: tcp_probe: src=[::ffff:10.0.0.1]:80 dest=[::ffff:10.0.0.2]:45530 mark=0x0 data_len=0 snd_nxt=0xf9eec701 snd_una=0xf9eccd01 snd_cwnd=264 ssthresh=198 snd_wnd=129536 srtt=1925 rcv_wnd=65024 sock_cookie=68
         apache2-7207    [000] ..s. 160003.782768: tcp_probe: src=[::ffff:10.0.0.1]:80 dest=[::ffff:10.0.0.2]:45530 mark=0x0 data_len=0 snd_nxt=0xf9ef5159 snd_una=0xf9ed5449 snd_cwnd=264 ssthresh=198 snd_wnd=149760 srtt=1915 rcv_wnd=65024 sock_cookie=68
         apache2-7207    [000] ..s. 160003.782852: tcp_probe: src=[::ffff:10.0.0.1]:80 dest=[::ffff:10.0.0.2]:45530 mark=0x0 data_len=0 snd_nxt=0xf9f04fe1 snd_una=0xf9ee9c59 snd_cwnd=264 ssthresh=198 snd_wnd=116864 srtt=1926 rcv_wnd=65024 sock_cookie=68
         apache2-7207    [000] ..s. 160003.783713: tcp_probe: src=[::ffff:10.0.0.1]:80 dest=[::ffff:10.0.0.2]:45530 mark=0x0 data_len=0 snd_nxt=0xf9f0a601 snd_una=0xf9eec701 snd_cwnd=264 ssthresh=198 snd_wnd=122624 srtt=1946 rcv_wnd=65024 sock_cookie=68
         apache2-7207    [000] ..s. 160003.784419: tcp_probe: src=[::ffff:10.0.0.1]:80 dest=[::ffff:10.0.0.2]:45530 mark=0x0 data_len=0 snd_nxt=0xf9f0f059 snd_una=0xf9ef5159 snd_cwnd=264 ssthresh=198 snd_wnd=106240 srtt=1931 rcv_wnd=65024 sock_cookie=68
         apache2-7207    [000] ..s. 160003.785123: tcp_probe: src=[::ffff:10.0.0.1]:80 dest=[::ffff:10.0.0.2]:45530 mark=0x0 data_len=0 snd_nxt=0xf9f1f2e1 snd_una=0xf9f04fe1 snd_cwnd=264 ssthresh=198 snd_wnd=107264 srtt=1895 rcv_wnd=65024 sock_cookie=68
         apache2-7207    [000] ..s. 160003.785756: tcp_probe: src=[::ffff:10.0.0.1]:80 dest=[::ffff:10.0.0.2]:45530 mark=0x0 data_len=0 snd_nxt=0xf9f24cf1 snd_una=0xf9f0a601 snd_cwnd=264 ssthresh=198 snd_wnd=142208 srtt=1942 rcv_wnd=65024 sock_cookie=68
         apache2-7207    [000] ..s. 160003.786692: tcp_probe: src=[::ffff:10.0.0.1]:80 dest=[::ffff:10.0.0.2]:45530 mark=0x0 data_len=0 snd_nxt=0xf9f34b79 snd_una=0xf9f0f059 snd_cwnd=264 ssthresh=198 snd_wnd=169088 srtt=1954 rcv_wnd=65024 sock_cookie=68
         apache2-7207    [000] ..s. 160003.787499: tcp_probe: src=[::ffff:10.0.0.1]:80 dest=[::ffff:10.0.0.2]:45530 mark=0x0 data_len=0 snd_nxt=0xf9f3f471 snd_una=0xf9f24cf1 snd_cwnd=264 ssthresh=198 snd_wnd=108416 srtt=1993 rcv_wnd=65024 sock_cookie=68
         apache2-7207    [000] ..s. 160003.788189: tcp_probe: src=[::ffff:10.0.0.1]:80 dest=[::ffff:10.0.0.2]:45530 mark=0x0 data_len=0 snd_nxt=0xf9f509f9 snd_una=0xf9f34b79 snd_cwnd=264 ssthresh=198 snd_wnd=114304 srtt=1962 rcv_wnd=65024 sock_cookie=68
         apache2-7207    [000] ..s. 160003.789733: tcp_probe: src=[::ffff:10.0.0.1]:80 dest=[::ffff:10.0.0.2]:45530 mark=0x0 data_len=0 snd_nxt=0xf9f67ff1 snd_una=0xf9f3f471 snd_cwnd=264 ssthresh=198 snd_wnd=166784 srtt=1903 rcv_wnd=65024 sock_cookie=68
         apache2-7207    [000] ..s. 160003.789816: tcp_probe: src=[::ffff:10.0.0.1]:80 dest=[::ffff:10.0.0.2]:45530 mark=0x0 data_len=0 snd_nxt=0xf9f74599 snd_una=0xf9f44a01 snd_cwnd=264 ssthresh=198 snd_wnd=196096 srtt=1944 rcv_wnd=65024 sock_cookie=68
         apache2-7207    [000] ..s. 160003.790622: tcp_probe: src=[::ffff:10.0.0.1]:80 dest=[::ffff:10.0.0.2]:45530 mark=0x0 data_len=0 snd_nxt=0xf9f74599 snd_una=0xf9f553d9 snd_cwnd=264 ssthresh=198 snd_wnd=163456 srtt=1990 rcv_wnd=65024 sock_cookie=68
         apache2-7207    [000] ..s. 160003.791548: tcp_probe: src=[::ffff:10.0.0.1]:80 dest=[::ffff:10.0.0.2]:45530 mark=0x0 data_len=0 snd_nxt=0xf9f8abf1 snd_una=0xf9f67ff1 snd_cwnd=264 ssthresh=198 snd_wnd=142336 srtt=2045 rcv_wnd=65024 sock_cookie=68
         apache2-7207    [000] ..s. 160003.792307: tcp_probe: src=[::ffff:10.0.0.1]:80 dest=[::ffff:10.0.0.2]:45530 mark=0x0 data_len=0 snd_nxt=0xf9f99b99 snd_una=0xf9f74599 snd_cwnd=264 ssthresh=198 snd_wnd=153088 srtt=2016 rcv_wnd=65024 sock_cookie=68
         apache2-7207    [000] ..s. 160003.793095: tcp_probe: src=[::ffff:10.0.0.1]:80 dest=[::ffff:10.0.0.2]:45530 mark=0x0 data_len=0 snd_nxt=0xf9fa4131 snd_una=0xf9f84421 snd_cwnd=264 ssthresh=198 snd_wnd=159872 srtt=1974 rcv_wnd=65024 sock_cookie=68
         apache2-7207    [000] ..s. 160003.793101: tcp_probe: src=[::ffff:10.0.0.1]:80 dest=[::ffff:10.0.0.2]:45530 mark=0x0 data_len=0 snd_nxt=0xf9fa4131 snd_una=0xf9f8abf1 snd_cwnd=264 ssthresh=198 snd_wnd=141440 srtt=2036 rcv_wnd=65024 sock_cookie=68
         apache2-7207    [000] ..s. 160003.794060: tcp_probe: src=[::ffff:10.0.0.1]:80 dest=[::ffff:10.0.0.2]:45530 mark=0x0 data_len=0 snd_nxt=0xf9fbd121 snd_una=0xf9f9e521 snd_cwnd=264 ssthresh=198 snd_wnd=125952 srtt=1975 rcv_wnd=65024 sock_cookie=68
         apache2-7207    [000] ..s. 160003.795166: tcp_probe: src=[::ffff:10.0.0.1]:80 dest=[::ffff:10.0.0.2]:45530 mark=0x0 data_len=0 snd_nxt=0xf9fc5b31 snd_una=0xf9fa4131 snd_cwnd=264 ssthresh=198 snd_wnd=137728 srtt=1946 rcv_wnd=65024 sock_cookie=68
         apache2-7207    [000] ..s. 160003.795835: tcp_probe: src=[::ffff:10.0.0.1]:80 dest=[::ffff:10.0.0.2]:45530 mark=0x0 data_len=0 snd_nxt=0xf9fc5b31 snd_una=0xf9fc3149 snd_cwnd=264 ssthresh=198 snd_wnd=10752 srtt=1961 rcv_wnd=65024 sock_cookie=68
         apache2-7207    [000] ..s. 160003.795981: tcp_probe: src=[::ffff:10.0.0.1]:80 dest=[::ffff:10.0.0.2]:45530 mark=0x0 data_len=0 snd_nxt=0xf9fde5c9 snd_una=0xf9fc3149 snd_cwnd=264 ssthresh=198 snd_wnd=111744 srtt=1961 rcv_wnd=65024 sock_cookie=68
         apache2-7207    [000] ..s. 160003.796697: tcp_probe: src=[::ffff:10.0.0.1]:80 dest=[::ffff:10.0.0.2]:45530 mark=0x0 data_len=0 snd_nxt=0xf9fe36b1 snd_una=0xf9fc5b31 snd_cwnd=264 ssthresh=198 snd_wnd=121728 srtt=1956 rcv_wnd=65024 sock_cookie=68
         apache2-7207    [000] ..s. 160003.798199: tcp_probe: src=[::ffff:10.0.0.1]:80 dest=[::ffff:10.0.0.2]:45530 mark=0x0 data_len=0 snd_nxt=0xf9ff92c9 snd_una=0xf9fd3cc9 snd_cwnd=264 ssthresh=198 snd_wnd=153088 srtt=1819 rcv_wnd=65024 sock_cookie=68
         apache2-7207    [000] ..s. 160003.798291: tcp_probe: src=[::ffff:10.0.0.1]:80 dest=[::ffff:10.0.0.2]:45530 mark=0x0 data_len=0 snd_nxt=0xfa003861 snd_una=0xf9fe46a1 snd_cwnd=264 ssthresh=198 snd_wnd=150912 srtt=1888 rcv_wnd=65024 sock_cookie=68
         apache2-7207    [000] ..s. 160003.799246: tcp_probe: src=[::ffff:10.0.0.1]:80 dest=[::ffff:10.0.0.2]:45530 mark=0x0 data_len=0 snd_nxt=0xfa0100c9 snd_una=0xf9ff92c9 snd_cwnd=264 ssthresh=198 snd_wnd=93696 srtt=1850 rcv_wnd=65024 sock_cookie=68
         apache2-7207    [000] ..s. 160003.800609: tcp_probe: src=[::ffff:10.0.0.1]:80 dest=[::ffff:10.0.0.2]:45530 mark=0x0 data_len=0 snd_nxt=0xfa01d739 snd_una=0xfa000f39 snd_cwnd=264 ssthresh=198 snd_wnd=116736 srtt=1748 rcv_wnd=65024 sock_cookie=68
         apache2-7207    [000] ..s. 160003.800616: tcp_probe: src=[::ffff:10.0.0.1]:80 dest=[::ffff:10.0.0.2]:45530 mark=0x0 data_len=0 snd_nxt=0xfa01d739 snd_una=0xfa0100c9 snd_cwnd=264 ssthresh=198 snd_wnd=54912 srtt=1829 rcv_wnd=65024 sock_cookie=68
         apache2-7207    [000] ..s. 160003.801512: tcp_probe: src=[::ffff:10.0.0.1]:80 dest=[::ffff:10.0.0.2]:45530 mark=0x0 data_len=0 snd_nxt=0xfa02e0e9 snd_una=0xfa0136e9 snd_cwnd=264 ssthresh=198 snd_wnd=109056 srtt=1772 rcv_wnd=65024 sock_cookie=68
         apache2-7207    [000] ..s. 160003.803280: tcp_probe: src=[::ffff:10.0.0.1]:80 dest=[::ffff:10.0.0.2]:45530 mark=0x0 data_len=0 snd_nxt=0xfa037d39 snd_una=0xfa01d739 snd_cwnd=264 ssthresh=198 snd_wnd=108032 srtt=1833 rcv_wnd=65024 sock_cookie=68
         apache2-7207    [000] ..s. 160003.803287: tcp_probe: src=[::ffff:10.0.0.1]:80 dest=[::ffff:10.0.0.2]:45530 mark=0x0 data_len=0 snd_nxt=0xfa037d39 snd_una=0xfa0333f9 snd_cwnd=264 ssthresh=198 snd_wnd=18816 srtt=1937 rcv_wnd=65024 sock_cookie=68
         apache2-7207    [000] ..s. 160003.804367: tcp_probe: src=[::ffff:10.0.0.1]:80 dest=[::ffff:10.0.0.2]:45530 mark=0x0 data_len=0 snd_nxt=0xfa037d39 snd_una=0xfa037d39 snd_cwnd=264 ssthresh=198 snd_wnd=128 srtt=1916 rcv_wnd=65024 sock_cookie=68
         apache2-7207    [000] ..s. 160003.804514: tcp_probe: src=[::ffff:10.0.0.1]:80 dest=[::ffff:10.0.0.2]:45530 mark=0x0 data_len=0 snd_nxt=0xfa04f3b9 snd_una=0xfa037d39 snd_cwnd=264 ssthresh=198 snd_wnd=95872 srtt=1916 rcv_wnd=65024 sock_cookie=68
          <idle>-0       [000] ..s. 160003.806371: tcp_probe: src=[::ffff:10.0.0.1]:80 dest=[::ffff:10.0.0.2]:45530 mark=0x0 data_len=0 snd_nxt=0xfa06ab39 snd_una=0xfa037d39 snd_cwnd=264 ssthresh=198 snd_wnd=208384 srtt=1916 rcv_wnd=65024 sock_cookie=68
          <idle>-0       [000] ..s. 160003.808877: tcp_probe: src=[::ffff:10.0.0.1]:80 dest=[::ffff:10.0.0.2]:45530 mark=0x0 data_len=0 snd_nxt=0xfa082ca1 snd_una=0xfa042c91 snd_cwnd=264 ssthresh=198 snd_wnd=287232 srtt=1927 rcv_wnd=65024 sock_cookie=68
          <idle>-0       [000] ..s. 160003.810279: tcp_probe: src=[::ffff:10.0.0.1]:80 dest=[::ffff:10.0.0.2]:45530 mark=0x0 data_len=0 snd_nxt=0xfa0a0f71 snd_una=0xfa07dd71 snd_cwnd=264 ssthresh=198 snd_wnd=143872 srtt=2249 rcv_wnd=65024 sock_cookie=68
          <idle>-0       [000] ..s. 160003.811472: tcp_probe: src=[::ffff:10.0.0.1]:80 dest=[::ffff:10.0.0.2]:45530 mark=0x0 data_len=0 snd_nxt=0xfa0a29b1 snd_una=0xfa082ca1 snd_cwnd=264 ssthresh=198 snd_wnd=153600 srtt=2456 rcv_wnd=65024 sock_cookie=68
          <idle>-0       [000] ..s. 160003.811558: tcp_probe: src=[::ffff:10.0.0.1]:80 dest=[::ffff:10.0.0.2]:45530 mark=0x0 data_len=0 snd_nxt=0xfa0a84b1 snd_una=0xfa0a29b1 snd_cwnd=264 ssthresh=198 snd_wnd=23296 srtt=2473 rcv_wnd=65024 sock_cookie=68
          <idle>-0       [000] ..s. 160003.812859: tcp_probe: src=[::ffff:10.0.0.1]:80 dest=[::ffff:10.0.0.2]:45530 mark=0x0 data_len=0 snd_nxt=0xfa0bdf31 snd_una=0xfa0a29b1 snd_cwnd=264 ssthresh=198 snd_wnd=112000 srtt=2473 rcv_wnd=65024 sock_cookie=68
          <idle>-0       [000] ..s. 160003.814055: tcp_probe: src=[::ffff:10.0.0.1]:80 dest=[::ffff:10.0.0.2]:45530 mark=0x0 data_len=0 snd_nxt=0xfa0c26c1 snd_una=0xfa0a84b1 snd_cwnd=264 ssthresh=198 snd_wnd=157568 srtt=2336 rcv_wnd=65024 sock_cookie=68
          <idle>-0       [000] ..s. 160003.815391: tcp_probe: src=[::ffff:10.0.0.1]:80 dest=[::ffff:10.0.0.2]:45530 mark=0x0 data_len=0 snd_nxt=0xfa0dc941 snd_una=0xfa0c17c1 snd_cwnd=264 ssthresh=198 snd_wnd=110976 srtt=2356 rcv_wnd=65024 sock_cookie=68
          <idle>-0       [000] ..s. 160003.816196: tcp_probe: src=[::ffff:10.0.0.1]:80 dest=[::ffff:10.0.0.2]:45530 mark=0x0 data_len=0 snd_nxt=0xfa0e23d1 snd_una=0xfa0c26c1 snd_cwnd=264 ssthresh=198 snd_wnd=172032 srtt=2377 rcv_wnd=65024 sock_cookie=68
          <idle>-0       [000] ..s. 160003.817805: tcp_probe: src=[::ffff:10.0.0.1]:80 dest=[::ffff:10.0.0.2]:45530 mark=0x0 data_len=0 snd_nxt=0xfa0f2259 snd_una=0xfa0dad09 snd_cwnd=264 ssthresh=198 snd_wnd=129280 srtt=2347 rcv_wnd=65024 sock_cookie=68
          <idle>-0       [000] ..s. 160003.817889: tcp_probe: src=[::ffff:10.0.0.1]:80 dest=[::ffff:10.0.0.2]:45530 mark=0x0 data_len=0 snd_nxt=0xfa0fcb51 snd_una=0xfa0e23d1 snd_cwnd=264 ssthresh=198 snd_wnd=108416 srtt=2522 rcv_wnd=65024 sock_cookie=68
