# tracer: nop
#
# entries-in-buffer/entries-written: 1798/1798   #P:2
#
#                                _-----=> irqs-off
#                               / _----=> need-resched
#                              | / _---=> hardirq/softirq
#                              || / _--=> preempt-depth
#                              ||| /     delay
#           TASK-PID     CPU#  ||||   TIMESTAMP  FUNCTION
#              | |         |   ||||      |         |
          <idle>-0       [000] ..s. 160003.203569: tcp_probe: src=[::ffff:10.0.0.1]:80 dest=[::ffff:10.0.0.2]:45530 mark=0x0 data_len=0 snd_nxt=0xf858dd38 snd_una=0xf8571310 snd_cwnd=107 ssthresh=91 snd_wnd=690688 srtt=4601 rcv_wnd=65024 sock_cookie=68
          <idle>-0       [000] ..s. 160003.207758: tcp_probe: src=[::ffff:10.0.0.1]:80 dest=[::ffff:10.0.0.2]:45530 mark=0x0 data_len=0 snd_nxt=0xf858dd38 snd_una=0xf8574ba0 snd_cwnd=107 ssthresh=91 snd_wnd=697600 srtt=4434 rcv_wnd=65024 sock_cookie=68
          <idle>-0       [000] ..s. 160003.208043: tcp_probe: src=[::ffff:10.0.0.1]:80 dest=[::ffff:10.0.0.2]:45530 mark=0x0 data_len=0 snd_nxt=0xf859dbc0 snd_una=0xf857d360 snd_cwnd=109 ssthresh=91 snd_wnd=684032 srtt=4811 rcv_wnd=65024 sock_cookie=68
          <idle>-0       [000] ..s. 160003.208053: tcp_probe: src=[::ffff:10.0.0.1]:80 dest=[::ffff:10.0.0.2]:45530 mark=0x0 data_len=0 snd_nxt=0xf859dbc0 snd_una=0xf8584a28 snd_cwnd=110 ssthresh=91 snd_wnd=758400 srtt=4967 rcv_wnd=65024 sock_cookie=68
          <idle>-0       [000] ..s. 160003.209944: tcp_probe: src=[::ffff:10.0.0.1]:80 dest=[::ffff:10.0.0.2]:45530 mark=0x0 data_len=0 snd_nxt=0xf859dbc0 snd_una=0xf858dd38 snd_cwnd=111 ssthresh=91 snd_wnd=791424 srtt=5014 rcv_wnd=65024 sock_cookie=68
          <idle>-0       [000] ..s. 160003.211275: tcp_probe: src=[::ffff:10.0.0.1]:80 dest=[::ffff:10.0.0.2]:45530 mark=0x0 data_len=0 snd_nxt=0xf85ae598 snd_una=0xf85948b0 snd_cwnd=112 ssthresh=91 snd_wnd=818560 srtt=4659 rcv_wnd=65024 sock_cookie=68
         apache2-7207    [001] .... 160003.213963: tcp_probe: src=[::ffff:10.0.0.1]:80 dest=[::ffff:10.0.0.2]:45530 mark=0x0 data_len=0 snd_nxt=0xf85be9c8 snd_una=0xf859dbc0 snd_cwnd=113 ssthresh=91 snd_wnd=811904 srtt=4515 rcv_wnd=65024 sock_cookie=68
         apache2-7207    [001] .... 160003.213970: tcp_probe: src=[::ffff:10.0.0.1]:80 dest=[::ffff:10.0.0.2]:45530 mark=0x0 data_len=0 snd_nxt=0xf85be9c8 snd_una=0xf85a4738 snd_cwnd=113 ssthresh=91 snd_wnd=818560 srtt=4453 rcv_wnd=65024 sock_cookie=68
     ksoftirqd/0-9       [000] ..s. 160003.216200: tcp_probe: src=[::ffff:10.0.0.1]:80 dest=[::ffff:10.0.0.2]:45530 mark=0x0 data_len=0 snd_nxt=0xf85cedf8 snd_una=0xf85ae598 snd_cwnd=113 ssthresh=91 snd_wnd=809984 srtt=4398 rcv_wnd=65024 sock_cookie=68
     ksoftirqd/0-9       [000] ..s. 160003.216209: tcp_probe: src=[::ffff:10.0.0.1]:80 dest=[::ffff:10.0.0.2]:45530 mark=0x0 data_len=0 snd_nxt=0xf85cedf8 snd_una=0xf85b45c0 snd_cwnd=113 ssthresh=91 snd_wnd=820608 srtt=4206 rcv_wnd=65024 sock_cookie=68
         apache2-7207    [001] .... 160003.217494: tcp_probe: src=[::ffff:10.0.0.1]:80 dest=[::ffff:10.0.0.2]:45530 mark=0x0 data_len=0 snd_nxt=0xf85df7d0 snd_una=0xf85be9c8 snd_cwnd=113 ssthresh=91 snd_wnd=808960 srtt=4039 rcv_wnd=65024 sock_cookie=68
         apache2-7207    [000] ..s. 160003.219910: tcp_probe: src=[::ffff:10.0.0.1]:80 dest=[::ffff:10.0.0.2]:45530 mark=0x0 data_len=0 snd_nxt=0xf85df7d0 snd_una=0xf85c3350 snd_cwnd=113 ssthresh=91 snd_wnd=824448 srtt=3766 rcv_wnd=65024 sock_cookie=68
         apache2-7207    [000] ..s. 160003.220047: tcp_probe: src=[::ffff:10.0.0.1]:80 dest=[::ffff:10.0.0.2]:45530 mark=0x0 data_len=0 snd_nxt=0xf85e4158 snd_una=0xf85c4448 snd_cwnd=113 ssthresh=91 snd_wnd=833152 srtt=3829 rcv_wnd=65024 sock_cookie=68
         apache2-7207    [000] .... 160003.222854: tcp_probe: src=[::ffff:10.0.0.1]:80 dest=[::ffff:10.0.0.2]:45530 mark=0x0 data_len=0 snd_nxt=0xf85f01a8 snd_una=0xf85cfef0 snd_cwnd=115 ssthresh=91 snd_wnd=804992 srtt=3901 rcv_wnd=65024 sock_cookie=68
         apache2-7207    [000] .... 160003.224081: tcp_probe: src=[::ffff:10.0.0.1]:80 dest=[::ffff:10.0.0.2]:45530 mark=0x0 data_len=0 snd_nxt=0xf85f3fe0 snd_una=0xf85d42d0 snd_cwnd=116 ssthresh=91 snd_wnd=825472 srtt=4113 rcv_wnd=65024 sock_cookie=68
         apache2-7207    [000] .... 160003.224211: tcp_probe: src=[::ffff:10.0.0.1]:80 dest=[::ffff:10.0.0.2]:45530 mark=0x0 data_len=0 snd_nxt=0xf85fef38 snd_una=0xf85e4158 snd_cwnd=118 ssthresh=91 snd_wnd=793472 srtt=4452 rcv_wnd=65024 sock_cookie=68
     ksoftirqd/0-9       [000] ..s. 160003.224672: tcp_probe: src=[::ffff:10.0.0.1]:80 dest=[::ffff:10.0.0.2]:45530 mark=0x0 data_len=0 snd_nxt=0xf85fef38 snd_una=0xf85f01a8 snd_cwnd=119 ssthresh=91 snd_wnd=791552 srtt=4415 rcv_wnd=65024 sock_cookie=68
          <idle>-0       [000] .Ns. 160003.227362: tcp_probe: src=[::ffff:10.0.0.1]:80 dest=[::ffff:10.0.0.2]:45530 mark=0x0 data_len=0 snd_nxt=0xf860feb8 snd_una=0xf85f3fe0 snd_cwnd=120 ssthresh=91 snd_wnd=826368 srtt=4090 rcv_wnd=65024 sock_cookie=68
         apache2-7207    [000] ..s. 160003.229637: tcp_probe: src=[::ffff:10.0.0.1]:80 dest=[::ffff:10.0.0.2]:45530 mark=0x0 data_len=0 snd_nxt=0xf86202e8 snd_una=0xf860dcc8 snd_cwnd=120 ssthresh=91 snd_wnd=766208 srtt=3988 rcv_wnd=65024 sock_cookie=68
         apache2-7207    [000] ..s. 160003.229879: tcp_probe: src=[::ffff:10.0.0.1]:80 dest=[::ffff:10.0.0.2]:45530 mark=0x0 data_len=0 snd_nxt=0xf862fbc8 snd_una=0xf860feb8 snd_cwnd=120 ssthresh=91 snd_wnd=831232 srtt=4109 rcv_wnd=65024 sock_cookie=68
         apache2-7207    [000] ..s. 160003.229887: tcp_probe: src=[::ffff:10.0.0.1]:80 dest=[::ffff:10.0.0.2]:45530 mark=0x0 data_len=0 snd_nxt=0xf862fbc8 snd_una=0xf8613cf0 snd_cwnd=120 ssthresh=91 snd_wnd=833152 srtt=3909 rcv_wnd=65024 sock_cookie=68
         apache2-7207    [000] .... 160003.232559: tcp_probe: src=[::ffff:10.0.0.1]:80 dest=[::ffff:10.0.0.2]:45530 mark=0x0 data_len=0 snd_nxt=0xf8640b48 snd_una=0xf86202e8 snd_cwnd=120 ssthresh=91 snd_wnd=803200 srtt=3735 rcv_wnd=65024 sock_cookie=68
         apache2-7207    [000] .... 160003.232565: tcp_probe: src=[::ffff:10.0.0.1]:80 dest=[::ffff:10.0.0.2]:45530 mark=0x0 data_len=0 snd_nxt=0xf8640b48 snd_una=0xf8623b78 snd_cwnd=120 ssthresh=91 snd_wnd=827392 srtt=3633 rcv_wnd=65024 sock_cookie=68
         apache2-7207    [000] ..s. 160003.234804: tcp_probe: src=[::ffff:10.0.0.1]:80 dest=[::ffff:10.0.0.2]:45530 mark=0x0 data_len=0 snd_nxt=0xf8651520 snd_una=0xf862fbc8 snd_cwnd=120 ssthresh=91 snd_wnd=804224 srtt=3544 rcv_wnd=65024 sock_cookie=68
         apache2-7207    [000] ..s. 160003.234923: tcp_probe: src=[::ffff:10.0.0.1]:80 dest=[::ffff:10.0.0.2]:45530 mark=0x0 data_len=0 snd_nxt=0xf8653710 snd_una=0xf8633a00 snd_cwnd=120 ssthresh=91 snd_wnd=826368 srtt=3411 rcv_wnd=65024 sock_cookie=68
          <idle>-0       [000] .Ns. 160003.237470: tcp_probe: src=[::ffff:10.0.0.1]:80 dest=[::ffff:10.0.0.2]:45530 mark=0x0 data_len=0 snd_nxt=0xf8662a48 snd_una=0xf8640b48 snd_cwnd=122 ssthresh=91 snd_wnd=801152 srtt=3309 rcv_wnd=65024 sock_cookie=68
          <idle>-0       [000] .Ns. 160003.237710: tcp_probe: src=[::ffff:10.0.0.1]:80 dest=[::ffff:10.0.0.2]:45530 mark=0x0 data_len=0 snd_nxt=0xf86728d0 snd_una=0xf8651520 snd_cwnd=124 ssthresh=93 snd_wnd=755584 srtt=3363 rcv_wnd=65024 sock_cookie=68
         apache2-7207    [000] ..s. 160003.239506: tcp_probe: src=[::ffff:10.0.0.1]:80 dest=[::ffff:10.0.0.2]:45530 mark=0x0 data_len=0 snd_nxt=0xf86728d0 snd_una=0xf8662a48 snd_cwnd=127 ssthresh=94 snd_wnd=751744 srtt=3305 rcv_wnd=65024 sock_cookie=68
          <idle>-0       [000] .Ns. 160003.241852: tcp_probe: src=[::ffff:10.0.0.1]:80 dest=[::ffff:10.0.0.2]:45530 mark=0x0 data_len=0 snd_nxt=0xf86832a8 snd_una=0xf8663598 snd_cwnd=127 ssthresh=94 snd_wnd=835072 srtt=3146 rcv_wnd=65024 sock_cookie=68
          <idle>-0       [000] .Ns. 160003.241976: tcp_probe: src=[::ffff:10.0.0.1]:80 dest=[::ffff:10.0.0.2]:45530 mark=0x0 data_len=0 snd_nxt=0xf8693130 snd_una=0xf86728d0 snd_cwnd=129 ssthresh=96 snd_wnd=795392 srtt=3299 rcv_wnd=65024 sock_cookie=68
         apache2-7207    [000] .... 160003.243984: tcp_probe: src=[::ffff:10.0.0.1]:80 dest=[::ffff:10.0.0.2]:45530 mark=0x0 data_len=0 snd_nxt=0xf86a2fb8 snd_una=0xf8680568 snd_cwnd=131 ssthresh=97 snd_wnd=799104 srtt=3195 rcv_wnd=65024 sock_cookie=68
         apache2-7207    [000] .... 160003.245735: tcp_probe: src=[::ffff:10.0.0.1]:80 dest=[::ffff:10.0.0.2]:45530 mark=0x0 data_len=0 snd_nxt=0xf86b17a0 snd_una=0xf86832a8 snd_cwnd=131 ssthresh=97 snd_wnd=829312 srtt=3355 rcv_wnd=65024 sock_cookie=68
         apache2-7207    [000] .... 160003.245944: tcp_probe: src=[::ffff:10.0.0.1]:80 dest=[::ffff:10.0.0.2]:45530 mark=0x0 data_len=0 snd_nxt=0xf86c2cc8 snd_una=0xf8699158 snd_cwnd=134 ssthresh=100 snd_wnd=777088 srtt=3420 rcv_wnd=65024 sock_cookie=68
         apache2-7207    [000] ..s. 160003.248393: tcp_probe: src=[::ffff:10.0.0.1]:80 dest=[::ffff:10.0.0.2]:45530 mark=0x0 data_len=0 snd_nxt=0xf86cd823 snd_una=0xf86a3560 snd_cwnd=136 ssthresh=102 snd_wnd=748800 srtt=3488 rcv_wnd=65024 sock_cookie=68
